model_seed,split,condition,aggregation,nRMSE_1,nRMSE_2,nRMSE_3,nRMSE_4,nRMSE_5,nRMSE_6,nRMSE_7,nRMSE_8,nRMSE_9,nRMSE_10,nRMSE_11,nRMSE_12,nRMSE_13,nRMSE_14,nRMSE_15,nRMSE_16,nRMSE_17,nRMSE_18,nRMSE_19,nRMSE_20,nRMSE_21,nRMSE_22,nRMSE_23,nRMSE_24,nRMSE_25,nRMSE_26,nRMSE_27,nRMSE_28,nRMSE_29
43,full_test,all,macro,0.0427448381925933,0.07150497976302479,0.10143088781430075,0.13372656357164187,0.16658889680945627,0.19612030911259354,0.22740360208476584,0.26387297330424186,0.3055426612962037,0.34785266212187704,0.39016789282361664,0.42800473562752206,0.4562915477591256,0.48161939344058435,0.5089037959836423,0.5374240681466957,0.564810660580794,0.591645838804543,0.6143466963370641,0.6297730043778816,0.6449631848248343,0.6611001167198023,0.6743323653563857,0.6869646118084589,0.6987430037558078,0.7098877057433128,0.7241050380965073,0.7372484678030014,0.7475331832468509
43,full_test,all,micro,0.04719287814024617,0.07795997414080535,0.10693848162012942,0.1357859506501871,0.16441604892120643,0.19099528472213184,0.21779735544148612,0.2466341340191224,0.2779890710641356,0.30995516417657626,0.34132929963224073,0.368934039683903,0.39115282994859357,0.4118542061132543,0.4329916834480622,0.45472893297672273,0.4760142977097455,0.4968129245673909,0.5148527271607343,0.5289711563727435,0.5426795037704356,0.5565856902739581,0.5690034154583427,0.5810786313169143,0.5923995047457078,0.6030897018488716,0.6151932876250323,0.6262171620481154,0.6354259269377764
43,id_ood,all,macro,0.06543752430859053,0.12416206783572444,0.17594790122063916,0.22460653036345846,0.2726094451507711,0.3133343349947454,0.34816572974661203,0.38231889622322485,0.4165657552239162,0.4557197801281814,0.4920833286360588,0.5188536528084013,0.5426877569285483,0.5642825161758201,0.5894559994826908,0.6183578645920053,0.6408136719289947,0.6549335964559729,0.6689558400242935,0.6842327168077427,0.7001200680152264,0.7160544558580404,0.7283697130243763,0.738218402745677,0.7501093586967662,0.7664184133016985,0.7792047597224416,0.7881130300997908,0.7967711204504655
43,id_ood,all,micro,0.06543752430859053,0.12416206783572444,0.17594790122063916,0.22460653036345843,0.2726094451507712,0.3133343349947454,0.3481657297466121,0.38231889622322485,0.41656575522391626,0.4557197801281814,0.4920833286360588,0.5188536528084013,0.5426877569285483,0.5642825161758201,0.5894559994826909,0.6183578645920053,0.6408136719289947,0.6549335964559729,0.6689558400242936,0.6842327168077426,0.7001200680152263,0.7160544558580405,0.7283697130243763,0.738218402745677,0.7501093586967662,0.7664184133016986,0.7792047597224416,0.7881130300997908,0.7967711204504655
43,id_ood,id,macro,0.049656039478220775,0.08334451355040072,0.12516869082316465,0.17265362124524863,0.2156347331463122,0.2482689145733329,0.272175105544282,0.30757825631721347,0.35170833912550237,0.3904858314085241,0.42371523774722036,0.4482986247714828,0.4743440202346034,0.4962092399158897,0.5223824807680121,0.5528233496143536,0.5738412008127746,0.5902426608783359,0.6065365475620709,0.6174263824142662,0.6305233109377179,0.6460798310444635,0.659165787127088,0.6705804153838577,0.6786299989942242,0.691377634876499,0.7063263749667242,0.716940944320431,0.7255287531252
43,id_ood,id,micro,0.049656039478220775,0.08334451355040073,0.12516869082316465,0.17265362124524863,0.21563473314631218,0.24826891457333283,0.2721751055442819,0.30757825631721347,0.35170833912550237,0.39048583140852405,0.4237152377472204,0.4482986247714828,0.4743440202346035,0.49620923991588983,0.5223824807680121,0.5528233496143538,0.5738412008127746,0.5902426608783358,0.6065365475620709,0.6174263824142662,0.6305233109377179,0.6460798310444635,0.6591657871270881,0.6705804153838578,0.6786299989942242,0.691377634876499,0.7063263749667242,0.716940944320431,0.7255287531252
43,id_ood,ood_low,macro,0.07603454150661242,0.13084650596640274,0.1861408717163345,0.2408695858264086,0.2874260220822751,0.3235099164805576,0.35821820565444584,0.39500767967718486,0.4302343041727356,0.4677496021430866,0.5090803667610766,0.5395183886090914,0.5637083957884825,0.5911119774568315,0.6142406157564883,0.6384426777561505,0.664478400320399,0.6822971707465602,0.6979826083954643,0.7169275364162875,0.7327787174898035,0.7478493101456586,0.7655779441782072,0.7776476734993505,0.7884014159733175,0.803359930129612,0.8125291002147338,0.823149321856452,0.8364378186125382
43,id_ood,ood_low,micro,0.07603454150661242,0.13084650596640274,0.18614087171633453,0.24086958582640863,0.287426022082275,0.3235099164805576,0.35821820565444584,0.39500767967718486,0.4302343041727356,0.46774960214308664,0.5090803667610767,0.5395183886090914,0.5637083957884826,0.5911119774568314,0.6142406157564884,0.6384426777561506,0.6644784003203991,0.6822971707465602,0.6979826083954643,0.7169275364162875,0.7327787174898035,0.7478493101456586,0.7655779441782072,0.7776476734993505,0.7884014159733174,0.8033599301296122,0.8125291002147338,0.823149321856452,0.8364378186125382
43,id_ood,ood_high,macro,0.07062199457055504,0.15829519120355445,0.21653415056347264,0.2602963758742108,0.3147675732479376,0.3682241855810086,0.414103866171311,0.4443707619885019,0.46775459249814355,0.5089238947074788,0.5434543859286636,0.5687439526413001,0.5900108372317809,0.6055263439375982,0.6317449016313926,0.6638075800649091,0.6841214435065494,0.692260962490942,0.7023483462193432,0.718344249707811,0.7370581566995266,0.754234233761535,0.760365399367669,0.7664271411942501,0.7832966866154297,0.8045176881201126,0.8187587950743882,0.8242488440637495,0.8283467855231434
43,id_ood,ood_high,micro,0.07062199457055506,0.15829519120355448,0.21653415056347264,0.2602963758742108,0.3147675732479376,0.3682241855810086,0.41410386617131095,0.44437076198850195,0.4677545924981435,0.5089238947074787,0.5434543859286636,0.5687439526413002,0.5900108372317809,0.6055263439375981,0.6317449016313926,0.6638075800649091,0.6841214435065494,0.6922609624909419,0.7023483462193433,0.718344249707811,0.7370581566995266,0.754234233761535,0.760365399367669,0.76642714119425,0.7832966866154297,0.8045176881201127,0.8187587950743881,0.8242488440637495,0.8283467855231434
