split,condition,pde,step,model_seed_count,mean,sample_std,ci95_half_width,ci95_low,ci95_high
full_test,all,decay_turb,24,3,1.1577102732658386,0.153332913038804,0.3809000717275067,0.776810201538332,1.5386103449933453
full_test,all,decay_turb,25,3,1.1776650611559552,0.15913793400848703,0.395320543235619,0.7823445179203361,1.5729856043915742
full_test,all,decay_turb,26,3,1.195456980864207,0.1655285028879503,0.41119559638843506,0.784261384475772,1.606652577252642
full_test,all,decay_turb,27,3,1.2117194477717081,0.1708069986870716,0.4243081068641855,0.7874113409075226,1.6360275546358936
full_test,all,decay_turb,28,3,1.22662966410319,0.17439508236640355,0.4332214008448194,0.7934082632583705,1.6598510649480094
full_test,all,decay_turb,29,3,1.2412529667218526,0.1769927893774324,0.43967446279491446,0.8015785039269381,1.680927429516767
full_test,all,diff,1,3,0.03784435366590818,0.002026212223939224,0.005033390197434555,0.032810963468473626,0.042877743863342734
full_test,all,diff,2,3,0.06317621226112048,0.0024256968753966256,0.006025765085373025,0.05715044717574746,0.06920197734649351
full_test,all,diff,3,3,0.0829688728849093,0.003029722319639142,0.007526247470254012,0.07544262541465528,0.09049512035516331
full_test,all,diff,4,3,0.0993975360194842,0.004029184265521995,0.010009048581450207,0.08938848743803399,0.10940658460093441
full_test,all,diff,5,3,0.1136498162150383,0.00509121064266172,0.012647268355743884,0.10100254785929441,0.12629708457078218
full_test,all,diff,6,3,0.12642230441172916,0.006129223088906341,0.015225834218694405,0.11119647019303476,0.14164813863042358
full_test,all,diff,7,3,0.13813879479964575,0.0071731435399964355,0.017819076379282588,0.12031971842036315,0.15595787117892834
full_test,all,diff,8,3,0.14905233442783355,0.008270091150496539,0.02054404530630654,0.128508289121527,0.1695963797341401
full_test,all,diff,9,3,0.15931131958961486,0.009446972000608268,0.023467579408269643,0.1358437401813452,0.18277889899788452
full_test,all,diff,10,3,0.16900665859381359,0.010710478706252812,0.02660630406477178,0.14240035452904182,0.19561296265858535
full_test,all,diff,11,3,0.17820390502611794,0.012059601884711788,0.029957711830136662,0.14824619319598129,0.2081616168562546
full_test,all,diff,12,3,0.1869599276781082,0.013488746016742603,0.033507902663997106,0.1534520250141111,0.22046783034210532
full_test,all,diff,13,3,0.1953273218870163,0.014989208984875603,0.03723525930817494,0.15809206257884134,0.23256258119519124
full_test,all,diff,14,3,0.20335365533828734,0.016550788885330132,0.04111443882875729,0.16223921650953005,0.24446809416704463
full_test,all,diff,15,3,0.21108071009318033,0.018163150096957195,0.045119766119473895,0.16596094397370642,0.25620047621265424
full_test,all,diff,16,3,0.21854456067085268,0.019817143776948813,0.049228514194886865,0.16931604647596582,0.26777307486573954
full_test,all,diff,17,3,0.2257762932777405,0.021505397758525724,0.05342236957748274,0.17235392370025776,0.2791986628552232
full_test,all,diff,18,3,0.2328031349182129,0.023222300583197096,0.05768739263160671,0.17511574228660617,0.2904905275498196
full_test,all,diff,19,3,0.23964973707993828,0.02496345542198214,0.0620126610285756,0.1776370760513627,0.30166239810851386
full_test,all,diff,20,3,0.2463391061623891,0.026725470606186786,0.06638974939628083,0.1799493567661083,0.3127288555586699
full_test,all,diff,21,3,0.2528932185967763,0.028505716349665956,0.07081212498378563,0.18208109361299069,0.32370534358056197
full_test,all,diff,22,3,0.2593333331743876,0.03030223884914019,0.07527493427468222,0.18405839889970538,0.33460826744906985
full_test,all,diff,23,3,0.2656799042224884,0.03211377897443374,0.07977504941621708,0.1859048548062713,0.3454549536387055
full_test,all,diff,24,3,0.27195223848025,0.03393973731693035,0.08431098139484183,0.1876412570854082,0.35626321987509185
full_test,all,diff,25,3,0.2781681752204895,0.035780071309356565,0.0888826244675872,0.18928555075290227,0.3670507996880767
full_test,all,diff,26,3,0.28434384425481163,0.03763520525841119,0.09349103267072499,0.19085281158408662,0.37783487692553663
full_test,all,diff,27,3,0.290493460893631,0.03950597231339762,0.0981382756618593,0.1923551852317717,0.38863173655549027
full_test,all,diff,28,3,0.29662914474805196,0.04139362966376817,0.10282747647271936,0.1938016682753326,0.3994566212207713
full_test,all,diff,29,3,0.3027608517805735,0.04329981247935796,0.10756269709035773,0.19519815469021576,0.41032354887093125
full_test,all,fisher,1,3,0.02250645453731219,0.0007054184258663815,0.001752356514236517,0.020754098023075672,0.024258811051548708
full_test,all,fisher,2,3,0.04542622327804565,0.0014780605708711143,0.0036717060043066556,0.041754517273738995,0.04909792928235231
full_test,all,fisher,3,3,0.07001129428545634,0.0021217356474364218,0.005270683536096501,0.06474061074935984,0.07528197782155284
full_test,all,fisher,4,3,0.09685754120349883,0.0026098467612142243,0.006483218761341371,0.09037432244215746,0.10334075996484021
full_test,all,fisher,5,3,0.12650238156318663,0.0030121993935455986,0.0074827181087253666,0.11901966345446127,0.133985099671912
full_test,all,fisher,6,3,0.15945956150690713,0.003406247478297787,0.008461587816289138,0.150997973690618,0.16792114932319627
full_test,all,fisher,7,3,0.19661102374394734,0.004177769812691505,0.01037815554259047,0.18623286820135687,0.20698917928653782
full_test,all,fisher,8,3,0.23957120537757873,0.006236565680204674,0.015492487997812292,0.22407871737976642,0.25506369337539103
full_test,all,fisher,9,3,0.2892537013689677,0.010373844276781828,0.025770057783459716,0.263483643585508,0.3150237591524274
full_test,all,fisher,10,3,0.34164316455523175,0.015430589478595583,0.03833170923784213,0.3033114553173896,0.3799748737930739
full_test,all,fisher,11,3,0.38357769409815473,0.016934238397591558,0.04206698022270636,0.3415107138754484,0.42564467432086106
full_test,all,fisher,12,3,0.41277147491772964,0.015460310355511094,0.038405539989013325,0.37436593492871634,0.45117701490674295
full_test,all,fisher,13,3,0.43859502156575525,0.016250439995281505,0.04036833082431439,0.39822669074144085,0.47896335239006965
full_test,all,fisher,14,3,0.46384314457575476,0.0200516256473348,0.04981099945182722,0.41403214512392755,0.513654144027582
full_test,all,fisher,15,3,0.48492902755737305,0.023324241518270082,0.05794062795278947,0.42698839960458357,0.5428696555101625
full_test,all,fisher,16,3,0.503453339735667,0.026470326776176844,0.06575593698624056,0.4376974027494264,0.5692092767219076
full_test,all,fisher,17,3,0.5201137073834737,0.02992672315160769,0.07434210156909908,0.44577160581437464,0.5944558089525728
full_test,all,fisher,18,3,0.5351624711354573,0.034293722795630116,0.08519033007188102,0.4499721410635763,0.6203528012073384
full_test,all,fisher,19,3,0.5493420720100403,0.03924035277012135,0.09747844013743698,0.45186363187260326,0.6468205121474773
full_test,all,fisher,20,3,0.5601324772834778,0.04300242343954463,0.10682394176150535,0.4533085355219725,0.6669564190449832
full_test,all,fisher,21,3,0.5627425217628479,0.04352069400138406,0.10811139720904475,0.45463112455380317,0.6708539189718926
full_test,all,fisher,22,3,0.5608889663219452,0.04217807238401921,0.10477614021677885,0.45611282610516635,0.665665106538724
full_test,all,fisher,23,3,0.5589823222160338,0.04095421226502547,0.10173590314131693,0.4572464190747169,0.6607182253573508
full_test,all,fisher,24,3,0.5573306047916412,0.04035624131259089,0.10025046094786133,0.4570801438437799,0.6575810657395025
full_test,all,fisher,25,3,0.5554380631446838,0.04036262549807894,0.1002663201437908,0.455171743000893,0.6557043832884746
full_test,all,fisher,26,3,0.5532433032989502,0.04090483685310763,0.10161324781854014,0.4516300554804101,0.6548565511174904
full_test,all,fisher,27,3,0.5506167078018188,0.041928642383768595,0.10415652174672207,0.44646018605509674,0.6547732295485409
full_test,all,fisher,28,3,0.546886521577835,0.04332568613931894,0.10762697082480699,0.439259550753028,0.654513492402642
full_test,all,fisher,29,3,0.5412109339237213,0.04491835726144199,0.11158338522163955,0.42962754870208175,0.6527943191453609
full_test,all,gs_alpha,1,3,0.022091120150354176,0.0029459746951884494,0.0073182068380891205,0.014772913312265056,0.029409326988443295
full_test,all,gs_alpha,2,3,0.04092114667097727,0.011137996096148644,0.027668316135427924,0.013252830535549348,0.0685894628064052
full_test,all,gs_alpha,3,3,0.06609808802604676,0.02559906876639476,0.06359161210750316,0.0025064759185435964,0.1296897001335499
full_test,all,gs_alpha,4,3,0.09803752634260389,0.04540366076531035,0.11278894595722856,-0.014751419614624672,0.21082647229983245
full_test,all,gs_alpha,5,3,0.13833589487605624,0.06928837569921009,0.17212186705819993,-0.033785972182143686,0.31045776193425617
full_test,all,gs_alpha,6,3,0.18361557457182143,0.09388318518142676,0.23321876080553183,-0.049603186233710406,0.41683433537735326
full_test,all,gs_alpha,7,3,0.23099689020050898,0.11474758610892034,0.2850488059819549,-0.05405191578144594,0.5160456961824639
full_test,all,gs_alpha,8,3,0.27755739556418524,0.12946475527528664,0.3216082809178815,-0.04405088535369628,0.5991656764820668
full_test,all,gs_alpha,9,3,0.32060807678434583,0.14003493815247745,0.3478660708228834,-0.02725799403853757,0.6684741476072292
full_test,all,gs_alpha,10,3,0.3599295867813958,0.14713397401172873,0.36550105351769896,-0.0055714667363031545,0.7254306402990948
full_test,all,gs_alpha,11,3,0.39582359923256766,0.15050210070531975,0.37386794405509766,0.02195565517747,0.7696915432876653
full_test,all,gs_alpha,12,3,0.4286350965499878,0.15105443955342135,0.3752400298173145,0.0533950667326733,0.8038751263673023
full_test,all,gs_alpha,13,3,0.460536273320516,0.14996633214607724,0.3725370211723297,0.08799925214818632,0.8330732944928456
full_test,all,gs_alpha,14,3,0.4934100283516778,0.1477424001519888,0.36701246783751496,0.12639756051416284,0.8604224961891928
full_test,all,gs_alpha,15,3,0.5276048792733087,0.14463828172937024,0.35930141020224476,0.16830346907106392,0.8869062894755535
full_test,all,gs_alpha,16,3,0.5630630837546454,0.14086122885600957,0.34991869072037085,0.21314439303427457,0.9129817744750163
full_test,all,gs_alpha,17,3,0.5999767594867282,0.13600301783700663,0.33785022551657423,0.262126533970154,0.9378269850033025
full_test,all,gs_alpha,18,3,0.6372133122550117,0.13004973917878407,0.3230614614933084,0.31415185076170327,0.96027477374832
full_test,all,gs_alpha,19,3,0.6730164898766411,0.1238441450381265,0.3076459110648751,0.365370578811766,0.9806624009415161
full_test,all,gs_alpha,20,3,0.7065044509039985,0.11871664598487437,0.2949084972998852,0.4115959536041133,1.0014129482038836
full_test,all,gs_alpha,21,3,0.7386060979631212,0.11460954642386985,0.2847058963946071,0.4539002015685141,1.0233119943577282
full_test,all,gs_alpha,22,3,0.7704850938585069,0.11061626227027832,0.2747860286350583,0.49569906522344864,1.0452711224935651
full_test,all,gs_alpha,23,3,0.802758116192288,0.10649320768806791,0.26454379325991134,0.5382143229323766,1.0673019094521994
full_test,all,gs_alpha,24,3,0.8347353087531196,0.10284032023683855,0.2554695177856454,0.5792657909674742,1.090204826538765
full_test,all,gs_alpha,25,3,0.8657135274675157,0.10005040962729243,0.24853899562814544,0.6171745318393703,1.1142525230956613
full_test,all,gs_alpha,26,3,0.8954176690843371,0.09851822313684619,0.2447328333858407,0.6506848356984963,1.1401505024701777
full_test,all,gs_alpha,27,3,0.9242226759592692,0.09829678217612978,0.24418274354440567,0.6800399324148636,1.1684054195036748
full_test,all,gs_alpha,28,3,0.9522304322984483,0.0992887360369963,0.24664689353847,0.7055835387599783,1.1988773258369183
full_test,all,gs_alpha,29,3,0.9784306473202177,0.1009156059498098,0.25068826244095194,0.7277423848792657,1.2291189097611697
full_test,all,gs_beta,1,3,0.028566381335258486,0.0015768767419897993,0.003917178981510313,0.02464920235374817,0.0324835603167688
full_test,all,gs_beta,2,3,0.062474015355110164,0.011307503880562151,0.028089396815119544,0.03438461853999062,0.0905634121702297
full_test,all,gs_beta,3,3,0.10818387799792821,0.03260818632720917,0.08100322536619796,0.02718065263173025,0.18918710336412617
full_test,all,gs_beta,4,3,0.18250157435735068,0.060052314915624114,0.14917822015796003,0.03332335419939064,0.3316797945153107
full_test,all,gs_beta,5,3,0.28918393850326535,0.06605729430339878,0.16409541591322965,0.1250885225900357,0.45327935441649503
full_test,all,gs_beta,6,3,0.3736213631100125,0.03670887663464121,0.09118990480297272,0.28243145830703975,0.4648112679129852
full_test,all,gs_beta,7,3,0.3893349144193861,0.02265713748753059,0.05628344967238938,0.33305146474699676,0.44561836409177547
full_test,all,gs_beta,8,3,0.3710820462968614,0.01506540946100839,0.03742455178458738,0.33365749451227406,0.4085065980814488
full_test,all,gs_beta,9,3,0.38271476957533096,0.01780960519959598,0.044241511907152885,0.3384732576681781,0.4269562814824838
full_test,all,gs_beta,10,3,0.4283933295143975,0.022842339980472658,0.05674351816941124,0.37164981134498626,0.48513684768380877
full_test,all,gs_beta,11,3,0.5158192767037285,0.025343520447660854,0.06295679489176975,0.45286248181195876,0.5787760715954983
full_test,all,gs_beta,12,3,0.6200439347161187,0.03165868017955152,0.07864452133729205,0.5413994133788267,0.6986884560534108
full_test,all,gs_beta,13,3,0.6523281547758314,0.02836657191945953,0.07046647105733413,0.5818616837184972,0.7227946258331656
full_test,all,gs_beta,14,3,0.611346525616116,0.041872143772287755,0.10401617141528274,0.5073303542008333,0.7153626970313988
full_test,all,gs_beta,15,3,0.5960155460569593,0.04065280950405852,0.10098717717638253,0.4950283688805768,0.6970027232333418
full_test,all,gs_beta,16,3,0.6242191553115845,0.02817220571878333,0.06998363864835072,0.5542355166632338,0.6942027939599351
full_test,all,gs_beta,17,3,0.6515919632381864,0.024423664257029826,0.060671745439264534,0.5909202177989218,0.7122637086774509
full_test,all,gs_beta,18,3,0.7108188761605158,0.02493382946211081,0.06193906606441334,0.6488798100961024,0.7727579422249291
full_test,all,gs_beta,19,3,0.7326287613974678,0.02638132260046695,0.0655348383568591,0.6670939230406087,0.7981635997543269
full_test,all,gs_beta,20,3,0.7142287174860636,0.05851168791189955,0.14535109051831435,0.5688776269677494,0.8595798080043779
full_test,all,gs_beta,21,3,0.7334001329210068,0.0912977549166221,0.22679619598370954,0.5066039369372972,0.9601963289047164
full_test,all,gs_beta,22,3,0.757007442580329,0.09377092122508811,0.23293988167792415,0.5240675609024049,0.9899473242582532
full_test,all,gs_beta,23,3,0.745388306511773,0.0921562219786076,0.2289287463866568,0.5164595601251162,0.9743170528984298
full_test,all,gs_beta,24,3,0.7474942710664537,0.10582806501472257,0.26289148726138023,0.4846027838050735,1.010385758327834
full_test,all,gs_beta,25,3,0.7367134941948784,0.11150852866359139,0.2770025412315873,0.4597109529632911,1.0137160354264658
full_test,all,gs_beta,26,3,0.7357294771406385,0.12666596691116871,0.3146557051954544,0.42107377194518414,1.0503851823360928
full_test,all,gs_beta,27,3,0.7824483076731363,0.14028352192307159,0.3484835871419378,0.43396472053119856,1.1309318948150742
full_test,all,gs_beta,28,3,0.8296247694227431,0.12950518883593387,0.32170872345070445,0.5079160459720387,1.1513334928734476
full_test,all,gs_beta,29,3,0.8398068639967177,0.12078484022204342,0.3000461765995979,0.5397606873971197,1.1398530405963156
full_test,all,gs_delta,1,3,0.020555401593446734,0.0005157966873376442,0.0012813100025954574,0.019274091590851278,0.02183671159604219
full_test,all,gs_delta,2,3,0.03958737154801687,0.0010174155027220548,0.002527400218799956,0.037059971329216915,0.04211477176681683
full_test,all,gs_delta,3,3,0.062234795590241754,0.006070095764747733,0.01507895380295894,0.04715584178728281,0.0773137493932007
full_test,all,gs_delta,4,3,0.09179427325725555,0.009054185370733167,0.022491843328337677,0.06930242992891787,0.11428611658559322
full_test,all,gs_delta,5,3,0.12922178208827972,0.009427246512733784,0.02341857857995857,0.10580320350832115,0.1526403606682383
full_test,all,gs_delta,6,3,0.17543928225835162,0.008453848077270704,0.02100052281789593,0.15443875944045568,0.19643980507624756
full_test,all,gs_delta,7,3,0.264331571261088,0.016665538340046665,0.041399492276617884,0.22293207898447015,0.3057310635377059
full_test,all,gs_delta,8,3,0.40574728846549984,0.0260731940601643,0.0647694046298362,0.34097788383566363,0.47051669309533606
full_test,all,gs_delta,9,3,0.5606496930122375,0.026288096977159708,0.06530325307030303,0.4953464399419345,0.6259529460825406
full_test,all,gs_delta,10,3,0.6934868494669596,0.019583807298349652,0.04864887424887884,0.6448379752180807,0.7421357237158385
full_test,all,gs_delta,11,3,0.7960588693618774,0.012548736267725985,0.0311727889970809,0.7648860803647966,0.8272316583589583
full_test,all,gs_delta,12,3,0.8664472222328187,0.007302957451071506,0.01814155201128998,0.8483056702215287,0.8845887742441086
full_test,all,gs_delta,13,3,0.9225111683209737,0.004343753218165804,0.010790481179648813,0.9117206871413249,0.9333016495006224
full_test,all,gs_delta,14,3,0.9684086918830871,0.005066849351701953,0.012586751554164553,0.9558219403289225,0.9809954434372516
full_test,all,gs_delta,15,3,1.0058876673380535,0.003379725339918936,0.008395703172146789,0.9974919641659067,1.0142833705102003
full_test,all,gs_delta,16,3,1.0380118131637575,0.0034607356762295094,0.008596944003614968,1.0294148691601426,1.0466087571673723
full_test,all,gs_delta,17,3,1.0623432238896688,0.0035095013381361544,0.008718084623394231,1.0536251392662745,1.0710613085130631
full_test,all,gs_delta,18,3,1.073742365837097,0.001686079545344711,0.004188453783549742,1.0695539120535473,1.0779308196206467
full_test,all,gs_delta,19,3,1.0744353453318278,0.0030730545470627557,0.007633890690529819,1.066801454641298,1.0820692360223576
full_test,all,gs_delta,20,3,1.067444650332133,0.001692706514548172,0.004204916087662464,1.0632397342444706,1.0716495664197956
full_test,all,gs_delta,21,3,1.0543869892756146,0.0009564101965758735,0.002375854637187231,1.0520111346384273,1.0567628439128018
full_test,all,gs_delta,22,3,1.039245057106018,0.0008838863146124634,0.0021956953270016277,1.0370493617790164,1.0414407524330198
full_test,all,gs_delta,23,3,1.0257895787556965,0.0018224534377934785,0.004527225312675712,1.0212623534430207,1.0303168040683723
full_test,all,gs_delta,24,3,1.0156759818394978,0.0035114898634032053,0.00872302439400082,1.006952957445497,1.0243990062334987
full_test,all,gs_delta,25,3,1.0074346701304118,0.004159467998302959,0.010332691315274993,0.9971019788151367,1.0177673614456868
full_test,all,gs_delta,26,3,1.0032763322194418,0.004492970742355376,0.011161158058737552,0.9921151741607043,1.0144374902781794
full_test,all,gs_delta,27,3,1.0012536764144897,0.004737864611793425,0.011769508155177534,0.9894841682593122,1.0130231845696673
full_test,all,gs_delta,28,3,1.000743313630422,0.004943107350662725,0.01227935938285937,0.9884639542475626,1.0130226730132814
full_test,all,gs_delta,29,3,1.000934640566508,0.004684573951837529,0.01163712681709867,0.9892975137494093,1.0125717673836068
full_test,all,gs_epsilon,1,3,0.018573813057608076,0.0011299609692811523,0.002806978656562482,0.015766834401045593,0.02138079171417056
full_test,all,gs_epsilon,2,3,0.029139225681622822,0.0010231694170685195,0.0025416937344180136,0.02659753194720481,0.031680919416040836
full_test,all,gs_epsilon,3,3,0.041066352691915296,0.0010362442334156464,0.002574173378779719,0.038492179313135574,0.04364052607069502
full_test,all,gs_epsilon,4,3,0.05488416353861491,0.004586044894418535,0.011392367069863964,0.04349179646875095,0.06627653060847888
full_test,all,gs_epsilon,5,3,0.07085795601209005,0.008757572700356089,0.021755016608080137,0.049102939404009914,0.09261297262017018
full_test,all,gs_epsilon,6,3,0.08916263911459181,0.013095530414600232,0.032531100957878735,0.056631538156713075,0.12169374007247055
full_test,all,gs_epsilon,7,3,0.10855755011240642,0.01824197901251487,0.04531558800138467,0.06324196211102176,0.15387313811379108
full_test,all,gs_epsilon,8,3,0.12852514253722297,0.023579505240971556,0.058574738192786115,0.06995040434443686,0.18709988073000908
full_test,all,gs_epsilon,9,3,0.14795997142791747,0.028193351889702702,0.07003616864899,0.07792380277892748,0.21799614007690749
full_test,all,gs_epsilon,10,3,0.16666835016674467,0.031302221885181336,0.07775902984559184,0.08890932032115283,0.2444273800123365
full_test,all,gs_epsilon,11,3,0.18450653288099503,0.033341347326166275,0.08282449825246928,0.10168203462852575,0.2673310311334643
full_test,all,gs_epsilon,12,3,0.20222959915796915,0.03416883938638374,0.084880102485404,0.11734949667256515,0.2871097016433731
full_test,all,gs_epsilon,13,3,0.22003298865424262,0.03362433439966778,0.08352747711368352,0.1365055115405591,0.30356046576792617
full_test,all,gs_epsilon,14,3,0.23738845851686263,0.03175085699117661,0.078873501231196,0.1585149572856666,0.31626195974805865
full_test,all,gs_epsilon,15,3,0.2539401332537333,0.029160289895464916,0.07243817581399882,0.18150195743973452,0.32637830906773213
full_test,all,gs_epsilon,16,3,0.2697815590434604,0.026284526291960764,0.06529438299654365,0.20448717604691674,0.33507594204000407
full_test,all,gs_epsilon,17,3,0.2855864379141066,0.023338549521916607,0.05797617100422722,0.22761026690987937,0.3435626089183338
full_test,all,gs_epsilon,18,3,0.3017588390244378,0.021165296896359546,0.0525775121999874,0.24918132682445038,0.3543363512244252
full_test,all,gs_epsilon,19,3,0.3178306367662218,0.02098848121768906,0.05213827770457877,0.265692359061643,0.3699689144708006
full_test,all,gs_epsilon,20,3,0.3343318886227078,0.022921227414019224,0.05693948541806504,0.27739240320464276,0.39127137404077283
full_test,all,gs_epsilon,21,3,0.3526838964886136,0.026716186756395376,0.06636668703490405,0.28631720945370953,0.41905058352351765
full_test,all,gs_epsilon,22,3,0.37340561548868817,0.03157846240554067,0.07844524933972151,0.29496036614896665,0.4518508648284097
full_test,all,gs_epsilon,23,3,0.3960253900951809,0.03685592437043506,0.0915551916288812,0.3044701984662997,0.4875805817240621
full_test,all,gs_epsilon,24,3,0.41912356217702235,0.04154247377134986,0.1031972257335303,0.31592633644349205,0.5223207879105527
full_test,all,gs_epsilon,25,3,0.44008845753139925,0.04272167349503554,0.10612652023678715,0.3339619372946121,0.5462149777681864
full_test,all,gs_epsilon,26,3,0.4634754843182034,0.04702377129450546,0.11681352361995605,0.34666196069824734,0.5802890079381594
