model_seed,split,condition,aggregation,nRMSE_1,nRMSE_2,nRMSE_3,nRMSE_4,nRMSE_5,nRMSE_6,nRMSE_7,nRMSE_8,nRMSE_9,nRMSE_10,nRMSE_11,nRMSE_12,nRMSE_13,nRMSE_14,nRMSE_15,nRMSE_16,nRMSE_17,nRMSE_18,nRMSE_19,nRMSE_20,nRMSE_21,nRMSE_22,nRMSE_23,nRMSE_24,nRMSE_25,nRMSE_26,nRMSE_27,nRMSE_28,nRMSE_29
44,full_test,all,macro,0.045420381811757886,0.07744121408400437,0.11215915936355789,0.15109063376051685,0.19403526366688312,0.23800342923651138,0.2807843155786395,0.3259841794644793,0.3734245298927029,0.4216114381762842,0.4683359116564194,0.511389774022003,0.5492676403994361,0.5799949503069123,0.6108937183891733,0.6415693234031399,0.6687410218765338,0.6960832240308324,0.7203258436173201,0.7394910678764184,0.7583110858996709,0.7753632583965858,0.7882791128257911,0.8016205026706059,0.8138667308042447,0.8265702377508084,0.84171538370351,0.8550162214785814,0.8648134095966815
44,full_test,all,micro,0.049381185559665454,0.08362036627881667,0.117680983701173,0.15321443988996394,0.19068049930474337,0.22887416885179632,0.2657158461037804,0.3026215214589063,0.3404129062680637,0.3782942085756975,0.4143642610662124,0.4472934830188751,0.47746027813238257,0.5037187613459194,0.5295168080750634,0.5549298758366529,0.578225864943336,0.6016576825169956,0.6228567758728476,0.6409691140230964,0.6580545982192544,0.6735570242825677,0.6866731354769539,0.6998666523484622,0.712070315024432,0.7243431437716764,0.7379483938217163,0.7504126451997196,0.7607602318595438
44,id_ood,all,macro,0.0657854582262195,0.12640714765909838,0.17522019717623205,0.2249585851247794,0.2734290157365643,0.3105377641573451,0.34864502227286887,0.38982054615527195,0.4276998959530413,0.46791635210217997,0.5050454766921748,0.5348587934585178,0.5636235109828656,0.5878945522838168,0.6119890153602837,0.6375188626884635,0.6589153638852188,0.6762597425506006,0.6942565617413303,0.7076448371597365,0.7197537318943373,0.7326691432131661,0.745828747457149,0.7567672743127236,0.7667172108015984,0.7787798185364094,0.7903365894080767,0.7993998079518088,0.8088835489516166
44,id_ood,all,micro,0.0657854582262195,0.1264071476590984,0.17522019717623205,0.22495858512477937,0.2734290157365643,0.3105377641573451,0.34864502227286887,0.38982054615527195,0.42769989595304125,0.4679163521021799,0.5050454766921748,0.5348587934585178,0.5636235109828656,0.5878945522838168,0.6119890153602837,0.6375188626884635,0.6589153638852188,0.6762597425506006,0.6942565617413302,0.7076448371597365,0.7197537318943372,0.7326691432131661,0.745828747457149,0.7567672743127237,0.7667172108015983,0.7787798185364093,0.7903365894080767,0.7993998079518088,0.8088835489516165
44,id_ood,id,macro,0.049056423535826156,0.08472126886686858,0.1327853578635875,0.18510966448515068,0.23342928465674906,0.26996976473167833,0.30047637194979426,0.342378694564104,0.38763034599376656,0.42928428495047144,0.46729717695829914,0.4989567634229567,0.5313586770903831,0.555431749306473,0.5825541963179907,0.6140261819841816,0.6352876103391835,0.6496995404070499,0.6635541183983579,0.6722853337140644,0.6821604555144031,0.6939146905845287,0.7061830880303009,0.7163274488320537,0.7205077436040428,0.7308667211555967,0.74508876572637,0.7552064759474175,0.7631321264540449
44,id_ood,id,micro,0.049056423535826156,0.08472126886686858,0.1327853578635875,0.1851096644851507,0.23342928465674906,0.26996976473167833,0.30047637194979426,0.3423786945641041,0.3876303459937666,0.4292842849504714,0.46729717695829914,0.49895676342295664,0.5313586770903831,0.5554317493064731,0.5825541963179907,0.6140261819841815,0.6352876103391835,0.6496995404070499,0.6635541183983579,0.6722853337140644,0.682160455514403,0.6939146905845287,0.7061830880303009,0.7163274488320538,0.7205077436040429,0.7308667211555967,0.74508876572637,0.7552064759474174,0.7631321264540448
44,id_ood,ood_low,macro,0.07665586312684942,0.13435527499692113,0.19367501840871923,0.25376586586821315,0.3045077024429452,0.34448378343208164,0.3861213794672022,0.4291772217142815,0.46834556626922946,0.5088232703068677,0.5512466733069981,0.5818727960189184,0.6078035514436516,0.63496182800508,0.6578058983181037,0.6818005071551192,0.7054150417154911,0.7205618637449601,0.7353693807826321,0.7500811368227005,0.7606804096231273,0.7711816199269949,0.7863923214814242,0.7989959328197966,0.8115514110700757,0.8230462500862047,0.8304477290195577,0.838810902600195,0.8502609297340992
44,id_ood,ood_low,micro,0.07665586312684942,0.13435527499692113,0.19367501840871923,0.25376586586821315,0.3045077024429452,0.34448378343208164,0.38612137946720215,0.4291772217142816,0.46834556626922946,0.5088232703068677,0.5512466733069981,0.5818727960189184,0.6078035514436516,0.6349618280050802,0.6578058983181038,0.6818005071551192,0.7054150417154911,0.7205618637449601,0.7353693807826323,0.7500811368227005,0.7606804096231273,0.771181619926995,0.7863923214814242,0.7989959328197965,0.8115514110700757,0.8230462500862047,0.8304477290195578,0.8388109026001949,0.8502609297340992
44,id_ood,ood_high,macro,0.07164408936731372,0.16014489882132588,0.19920021580422625,0.23600022626273773,0.282350061424807,0.3171597567259096,0.35933733344370244,0.397905745342666,0.42712378151276525,0.46564149710477565,0.49659257601289186,0.5237468006271941,0.551708295795263,0.5732900640543769,0.5956069409262901,0.6167298973191018,0.636043430835593,0.6585178159031214,0.683846184143833,0.700568046932127,0.7164203106772666,0.7329111476154889,0.7449108575489007,0.7549784770783257,0.7680924894178615,0.7824264414170209,0.7954732839967691,0.8041820160898508,0.8132575715289396
44,id_ood,ood_high,micro,0.07164408936731372,0.16014489882132588,0.19920021580422625,0.23600022626273773,0.282350061424807,0.3171597567259097,0.35933733344370244,0.39790574534266604,0.4271237815127653,0.46564149710477565,0.49659257601289186,0.5237468006271943,0.551708295795263,0.573290064054377,0.5956069409262901,0.6167298973191018,0.636043430835593,0.6585178159031213,0.6838461841438331,0.7005680469321269,0.7164203106772666,0.7329111476154888,0.7449108575489006,0.7549784770783257,0.7680924894178615,0.7824264414170209,0.795473283996769,0.8041820160898507,0.8132575715289396
