model_seed,split,elapsed_seconds
42,full_test,595.3815258299
42,id_ood,276.2960830880329
43,full_test,597.4800614849664
43,id_ood,279.98992319311947
44,full_test,597.8795441975817
44,id_ood,277.6535237310454
