split,condition,aggregation,step,model_seed_count,mean,sample_std,ci95_half_width,ci95_low,ci95_high
id_ood,id,macro,11,3,0.4646314507703376,0.01731772708967006,0.04301961894471658,0.421611831825621,0.5076510697150541
id_ood,id,macro,12,3,0.4937764161990748,0.019905062096621382,0.049446915408336505,0.4443295007907383,0.5432233316074113
id_ood,id,macro,13,3,0.5227471347046054,0.02047754742131259,0.050869047792807945,0.4718780869117975,0.5736161824974134
id_ood,id,macro,14,3,0.5445471082880995,0.021079865158976092,0.05236528799937545,0.49218182028872404,0.596912396287475
id_ood,id,macro,15,3,0.5705647536498658,0.023274964653800034,0.05781821743544412,0.5127465362144217,0.6283829710853099
id_ood,id,macro,16,3,0.6017638155399195,0.02439844526807563,0.06060909799775197,0.5411547175421676,0.6623729135376715
id_ood,id,macro,17,3,0.6223230283780424,0.026107976846157496,0.06485580986024056,0.5574672185178019,0.687178838238283
id_ood,id,macro,18,3,0.638132132589817,0.025851195699569396,0.06421793013034248,0.5739142024594746,0.7023500627201595
id_ood,id,macro,19,3,0.654702843501677,0.02525888157281036,0.06274654027087612,0.5919563032308008,0.7174493837725531
id_ood,id,macro,20,3,0.665956435250301,0.025621085922342614,0.06364630575489805,0.602310129495403,0.7296027410051991
id_ood,id,macro,21,3,0.6789429860761743,0.025600849236752547,0.06359603504106355,0.6153469510351107,0.7425390211172379
id_ood,id,macro,22,3,0.6936503786325844,0.023685908559388704,0.05883905868871826,0.6348113199438661,0.7524894373213027
id_ood,id,macro,23,3,0.7059703868101624,0.024724895905147877,0.061420046336318014,0.6445503404738444,0.7673904331464805
id_ood,id,macro,24,3,0.7178274331723943,0.02643644115638812,0.06567176044023841,0.6521556727321559,0.7834991936126326
id_ood,id,macro,25,3,0.7273591474867335,0.02697368358168607,0.06700634460925671,0.6603528028774768,0.7943654920959902
id_ood,id,macro,26,3,0.7425454048305945,0.02885418488106337,0.07167776880397747,0.670867636026617,0.814223173634572
id_ood,id,macro,27,3,0.7587104582903432,0.03242962272848011,0.08055964879665475,0.6781508094936884,0.839270107086998
id_ood,id,macro,28,3,0.7683825384752424,0.036427025068020036,0.09048974669722182,0.6778927917780206,0.8588722851724642
id_ood,id,macro,29,3,0.7777322208131451,0.03982838521975993,0.09893919372129902,0.6787930270918461,0.8766714145344441
id_ood,id,micro,1,3,0.05010502023646742,0.0009465541390107174,0.002351370832900748,0.047753649403566675,0.05245639106936817
id_ood,id,micro,2,3,0.08725712155570198,0.0026328266985851984,0.006540304090377561,0.08071681746532441,0.09379742564607954
id_ood,id,micro,3,3,0.1352653359093405,0.004465278570262159,0.011092366889721365,0.12417296901961913,0.14635770279906188
id_ood,id,micro,4,3,0.18660471320541858,0.006761412434266842,0.016796279612451715,0.16980843359296685,0.2034009928178703
id_ood,id,micro,5,3,0.23369617295128844,0.00834238739617813,0.02072363913661992,0.21297253381466852,0.25441981208790837
id_ood,id,micro,6,3,0.26956796188370075,0.009558049817025635,0.023743512000967484,0.24582444988273328,0.2933114738846682
id_ood,id,micro,7,3,0.29904422784845036,0.01076599011031875,0.02674420203704248,0.2723000258114079,0.32578842988549284
id_ood,id,micro,8,3,0.3404420168912099,0.011252605713017273,0.027953022206817016,0.3124889946843929,0.3683950390980269
id_ood,id,micro,9,3,0.3862374976666924,0.01242583365910897,0.030867481992146666,0.35537001567454574,0.4171049796588391
id_ood,id,micro,10,3,0.4283194099035528,0.014684106581297204,0.03647734292150956,0.3918420669820432,0.46479675282506233
id_ood,id,micro,11,3,0.4646314507703376,0.017317727089670006,0.04301961894471644,0.4216118318256211,0.507651069715054
id_ood,id,micro,12,3,0.4937764161990748,0.019905062096621344,0.04944691540833641,0.4443295007907384,0.5432233316074112
id_ood,id,micro,13,3,0.5227471347046054,0.020477547421312657,0.050869047792808104,0.47187808691179733,0.5736161824974135
id_ood,id,micro,14,3,0.5445471082880996,0.021079865158976092,0.05236528799937545,0.49218182028872415,0.5969123962874751
id_ood,id,micro,15,3,0.5705647536498659,0.02327496465379997,0.057818217435443964,0.5127465362144219,0.6283829710853099
id_ood,id,micro,16,3,0.6017638155399195,0.0243984452680756,0.0606090979977519,0.5411547175421676,0.6623729135376715
id_ood,id,micro,17,3,0.6223230283780425,0.02610797684615747,0.06485580986024049,0.557467218517802,0.6871788382382831
id_ood,id,micro,18,3,0.638132132589817,0.02585119569956946,0.06421793013034265,0.5739142024594744,0.7023500627201597
id_ood,id,micro,19,3,0.654702843501677,0.02525888157281036,0.06274654027087612,0.5919563032308008,0.7174493837725531
id_ood,id,micro,20,3,0.665956435250301,0.025621085922342565,0.06364630575489794,0.6023101294954031,0.729602741005199
id_ood,id,micro,21,3,0.6789429860761742,0.025600849236752547,0.06359603504106355,0.6153469510351106,0.7425390211172378
id_ood,id,micro,22,3,0.6936503786325844,0.023685908559388704,0.05883905868871826,0.6348113199438661,0.7524894373213027
id_ood,id,micro,23,3,0.7059703868101624,0.024724895905147877,0.061420046336318014,0.6445503404738444,0.7673904331464805
id_ood,id,micro,24,3,0.7178274331723943,0.02643644115638817,0.06567176044023854,0.6521556727321558,0.7834991936126328
id_ood,id,micro,25,3,0.7273591474867335,0.02697368358168604,0.06700634460925664,0.6603528028774768,0.7943654920959902
id_ood,id,micro,26,3,0.7425454048305945,0.028854184881063307,0.07167776880397732,0.6708676360266171,0.8142231736345719
id_ood,id,micro,27,3,0.7587104582903432,0.03242962272848017,0.08055964879665489,0.6781508094936883,0.8392701070869981
id_ood,id,micro,28,3,0.7683825384752424,0.03642702506802006,0.09048974669722187,0.6778927917780205,0.8588722851724643
id_ood,id,micro,29,3,0.7777322208131451,0.039828385219759954,0.09893919372129907,0.678793027091846,0.8766714145344442
id_ood,ood_high,macro,1,3,0.06831858291905495,0.002891979867978602,0.007184076251579358,0.06113450666747559,0.0755026591706343
id_ood,ood_high,macro,2,3,0.15416932151062426,0.00742409956319862,0.018442485700502297,0.13572683581012196,0.17261180721112657
id_ood,ood_high,macro,3,3,0.2025186495392833,0.004231936070458802,0.010512711986212935,0.19200593755307038,0.21303136152549623
id_ood,ood_high,macro,4,3,0.23633721062998758,0.004182025354716243,0.01038872689501793,0.22594848373496965,0.24672593752500552
id_ood,ood_high,macro,5,3,0.2760117929185333,0.025292571672991336,0.06283023111924729,0.213181561799286,0.3388420240377806
id_ood,ood_high,macro,6,3,0.3117721947092636,0.05259239852795142,0.13064676053306765,0.18112543417619595,0.4424189552423312
id_ood,ood_high,macro,7,3,0.3565688502603497,0.05591046166654147,0.1388892863055057,0.21767956395484397,0.49545813656585536
id_ood,ood_high,macro,8,3,0.3980766158137057,0.043441957767276586,0.10791580556061961,0.29016081025308604,0.5059924213743253
id_ood,ood_high,macro,9,3,0.4374391059665119,0.02964037082728824,0.0736307629614186,0.36380834300509335,0.5110698689279305
id_ood,ood_high,macro,10,3,0.4805738278025505,0.025754830296622202,0.06397854519877631,0.41659528260377415,0.5445523730013268
id_ood,ood_high,macro,11,3,0.5084849341583797,0.03306647533674888,0.08214167837766215,0.4263432557807175,0.5906266125360419
id_ood,ood_high,macro,12,3,0.5251928946745941,0.04831318096963895,0.1200165948198112,0.4051762998547829,0.6452094894944053
id_ood,ood_high,macro,13,3,0.5458498041516816,0.05132892437274371,0.12750811673633317,0.41834168741534844,0.6733579208880147
id_ood,ood_high,macro,14,3,0.5695880995758998,0.04299836542541343,0.10681386109556736,0.4627742384803325,0.6764019606714672
id_ood,ood_high,macro,15,3,0.6015544755299107,0.032095389063202764,0.07972936634421306,0.5218251091856977,0.6812838418741237
id_ood,ood_high,macro,16,3,0.6361906631709703,0.028888505185412878,0.07176302516628978,0.5644276380046805,0.70795368833726
id_ood,ood_high,macro,17,3,0.6599225773433455,0.027890841106226003,0.06928469020355371,0.5906378871397917,0.7292072675468992
id_ood,ood_high,macro,18,3,0.6656898429093797,0.028177077060918446,0.06999573973305526,0.5956941031763244,0.735685582642435
id_ood,ood_high,macro,19,3,0.6741210106833307,0.03575652156060548,0.0888241236486131,0.5852968870347176,0.7629451343319439
id_ood,ood_high,macro,20,3,0.691331487611618,0.035804557411595224,0.08894345131757127,0.6023880362940467,0.7802749389291893
id_ood,ood_high,macro,21,3,0.7136397312571799,0.030712474351066804,0.07629401575570433,0.6373457155014757,0.7899337470128842
id_ood,ood_high,macro,22,3,0.7384283743750037,0.019306464225118444,0.04795991586158101,0.6904684585134228,0.7863882902365847
id_ood,ood_high,macro,23,3,0.7552916235199163,0.010445032175420763,0.025946898327086763,0.7293447251928296,0.781238521847003
id_ood,ood_high,macro,24,3,0.7615148235672441,0.008357837074280977,0.020762018264629128,0.740752805302615,0.7822768418318732
id_ood,ood_high,macro,25,3,0.7690462439862732,0.01753824522823949,0.04356741636885509,0.7254788276174181,0.8126136603551283
id_ood,ood_high,macro,26,3,0.7836002657323881,0.02428315901169721,0.06032271106063938,0.7232775546717487,0.8439229767930274
id_ood,ood_high,macro,27,3,0.7996737015695353,0.02468790639137888,0.06132815929022628,0.738345542279309,0.8610018608597616
id_ood,ood_high,macro,28,3,0.8158636729117313,0.014445072008187418,0.035883548124042756,0.7799801247876886,0.851747221035774
id_ood,ood_high,macro,29,3,0.8332160810629526,0.01797034532112792,0.044640812504836765,0.7885752685581159,0.8778568935677894
id_ood,ood_high,micro,1,3,0.06831858291905495,0.0028919798679785985,0.00718407625157935,0.061134506667475594,0.0755026591706343
id_ood,ood_high,micro,2,3,0.15416932151062426,0.00742409956319862,0.018442485700502297,0.13572683581012196,0.17261180721112657
id_ood,ood_high,micro,3,3,0.2025186495392833,0.004231936070458802,0.010512711986212935,0.19200593755307038,0.21303136152549623
id_ood,ood_high,micro,4,3,0.23633721062998755,0.004182025354716256,0.010388726895017963,0.2259484837349696,0.24672593752500552
id_ood,ood_high,micro,5,3,0.2760117929185333,0.025292571672991353,0.06283023111924735,0.21318156179928593,0.33884202403778063
id_ood,ood_high,micro,6,3,0.3117721947092636,0.05259239852795147,0.13064676053306779,0.1811254341761958,0.4424189552423314
id_ood,ood_high,micro,7,3,0.3565688502603497,0.055910461666541414,0.13888928630550557,0.2176795639548441,0.49545813656585524
id_ood,ood_high,micro,8,3,0.3980766158137057,0.04344195776727656,0.10791580556061954,0.29016081025308615,0.5059924213743252
id_ood,ood_high,micro,9,3,0.4374391059665119,0.02964037082728822,0.07363076296141853,0.3638083430050934,0.5110698689279305
id_ood,ood_high,micro,10,3,0.4805738278025505,0.025754830296622202,0.06397854519877631,0.41659528260377415,0.5445523730013268
id_ood,ood_high,micro,11,3,0.5084849341583797,0.03306647533674894,0.0821416783776623,0.4263432557807174,0.590626612536042
id_ood,ood_high,micro,12,3,0.5251928946745942,0.04831318096963895,0.1200165948198112,0.405176299854783,0.6452094894944054
id_ood,ood_high,micro,13,3,0.5458498041516815,0.05132892437274374,0.12750811673633325,0.4183416874153483,0.6733579208880147
id_ood,ood_high,micro,14,3,0.5695880995758998,0.04299836542541338,0.10681386109556722,0.4627742384803326,0.6764019606714671
id_ood,ood_high,micro,15,3,0.6015544755299107,0.03209538906320271,0.0797293663442129,0.5218251091856978,0.6812838418741236
id_ood,ood_high,micro,16,3,0.6361906631709703,0.028888505185412815,0.07176302516628963,0.5644276380046807,0.7079536883372599
id_ood,ood_high,micro,17,3,0.6599225773433455,0.027890841106226003,0.06928469020355371,0.5906378871397917,0.7292072675468992
id_ood,ood_high,micro,18,3,0.6656898429093797,0.028177077060918522,0.06999573973305544,0.5956941031763243,0.7356855826424351
id_ood,ood_high,micro,19,3,0.6741210106833307,0.03575652156060544,0.08882412364861302,0.5852968870347177,0.7629451343319438
id_ood,ood_high,micro,20,3,0.691331487611618,0.03580455741159521,0.08894345131757123,0.6023880362940468,0.7802749389291892
id_ood,ood_high,micro,21,3,0.7136397312571799,0.030712474351066804,0.07629401575570433,0.6373457155014757,0.7899337470128842
id_ood,ood_high,micro,22,3,0.7384283743750036,0.01930646422511846,0.04795991586158104,0.6904684585134226,0.7863882902365846
id_ood,ood_high,micro,23,3,0.7552916235199162,0.010445032175420763,0.025946898327086763,0.7293447251928294,0.7812385218470029
id_ood,ood_high,micro,24,3,0.7615148235672441,0.008357837074280915,0.02076201826462897,0.7407528053026151,0.7822768418318731
id_ood,ood_high,micro,25,3,0.7690462439862732,0.017538245228239602,0.04356741636885537,0.7254788276174178,0.8126136603551286
id_ood,ood_high,micro,26,3,0.7836002657323881,0.02428315901169727,0.06032271106063952,0.7232775546717485,0.8439229767930276
id_ood,ood_high,micro,27,3,0.7996737015695353,0.02468790639137895,0.06132815929022645,0.7383455422793088,0.8610018608597618
id_ood,ood_high,micro,28,3,0.8158636729117313,0.014445072008187463,0.03588354812404287,0.7799801247876885,0.8517472210357742
id_ood,ood_high,micro,29,3,0.8332160810629526,0.017970345321127904,0.044640812504836716,0.7885752685581159,0.8778568935677894
id_ood,ood_low,macro,1,3,0.07993306903460738,0.0033195707019592242,0.008246270767456234,0.07168679826715114,0.08817933980206362
id_ood,ood_low,macro,2,3,0.14028319267836079,0.005287147251998316,0.013134001876103382,0.1271491908022574,0.15341719455446418
