epoch,loss_epoch,loss_step,step,val/ema_loss_epoch,val/raw_loss_epoch
1,,0.026015130802989006,649,,
1,,0.03414725884795189,659,,
1,,0.02229858934879303,669,,
1,,0.018790699541568756,679,,
1,,0.033260829746723175,689,,
1,,0.01924811117351055,699,,
1,,0.02648785710334778,709,,
1,,0.03241929039359093,719,,
1,,0.028204355388879776,729,,
1,,0.025492068380117416,739,,
1,,0.031167414039373398,749,,
1,,0.030023936182260513,759,,
1,,0.018355917185544968,769,,
1,,0.024494554847478867,779,,
1,,0.023093001917004585,789,,
1,,0.012595970183610916,799,,
1,,0.023780817165970802,809,,
1,,0.026313336566090584,819,,
1,,0.024224214255809784,829,,
1,,0.02708146907389164,839,,
1,,0.015911094844341278,849,,
1,,0.02631223015487194,859,,
1,,0.01708894595503807,869,,
1,,0.024310121312737465,879,,
1,,0.02667013742029667,889,,
1,,0.018796946853399277,899,,
1,,0.021311022341251373,909,,
1,,0.02416473627090454,919,,
1,,0.020622216165065765,929,,
1,,0.020140226930379868,939,,
1,,0.02599233202636242,949,,
1,,0.02636464312672615,959,,
1,,,967,0.20323653519153595,0.021467717364430428
1,0.028280096128582954,,967,,
2,,0.01222186628729105,969,,
2,,0.020937003195285797,979,,
2,,0.015874190255999565,989,,
2,,0.045123543590307236,999,,
2,,0.010983021929860115,1009,,
2,,0.016497911885380745,1019,,
2,,0.020022835582494736,1029,,
2,,0.019769281148910522,1039,,
2,,0.02014225348830223,1049,,
2,,0.01735275238752365,1059,,
2,,0.014067365787923336,1069,,
2,,0.009687202051281929,1079,,
2,,0.011982865631580353,1089,,
2,,0.013364139944314957,1099,,
2,,0.007751968689262867,1109,,
2,,0.012991121970117092,1119,,
2,,0.01911102421581745,1129,,
2,,0.01878315582871437,1139,,
2,,0.022778596729040146,1149,,
2,,0.015936827287077904,1159,,
2,,0.020803876221179962,1169,,
2,,0.016718454658985138,1179,,
2,,0.015277044847607613,1189,,
2,,0.01293815579265356,1199,,
2,,0.021858127787709236,1209,,
2,,0.014227401465177536,1219,,
2,,0.013054056093096733,1229,,
2,,0.016541551798582077,1239,,
2,,0.009848952293395996,1249,,
2,,0.017303649336099625,1259,,
2,,0.018703024834394455,1269,,
2,,0.013322783634066582,1279,,
2,,0.017268655821681023,1289,,
2,,0.015926338732242584,1299,,
2,,0.01481289230287075,1309,,
2,,0.015989044681191444,1319,,
2,,0.0185986515134573,1329,,
2,,0.013858240097761154,1339,,
2,,0.014651184901595116,1349,,
2,,0.014092517085373402,1359,,
2,,0.01513612736016512,1369,,
2,,0.027105707675218582,1379,,
2,,0.013387743383646011,1389,,
2,,0.013638132251799107,1399,,
2,,0.02006855420768261,1409,,
2,,0.013388538733124733,1419,,
2,,0.015259169973433018,1429,,
2,,0.02483440190553665,1439,,
2,,0.02361820638179779,1449,,
2,,,1451,0.10656392574310303,0.015433479100465775
2,0.017958814278244972,,1451,,
3,,0.010788899846374989,1459,,
3,,0.01713533326983452,1469,,
3,,0.017561938613653183,1479,,
3,,0.010044852271676064,1489,,
3,,0.021389015018939972,1499,,
3,,0.014540613628923893,1509,,
3,,0.024854300543665886,1519,,
3,,0.016693631187081337,1529,,
3,,0.011921226046979427,1539,,
3,,0.018253140151500702,1549,,
3,,0.01064158882945776,1559,,
3,,0.01566612720489502,1569,,
3,,0.011408338323235512,1579,,
3,,0.019533682614564896,1589,,
3,,0.01246159803122282,1599,,
3,,0.015768475830554962,1609,,
3,,0.009100879542529583,1619,,
3,,0.009974679909646511,1629,,
3,,0.018786823377013206,1639,,
3,,0.014112172648310661,1649,,
3,,0.030780712142586708,1659,,
3,,0.01623586378991604,1669,,
3,,0.014910630881786346,1679,,
3,,0.01179924514144659,1689,,
3,,0.011351794935762882,1699,,
3,,0.02129262313246727,1709,,
3,,0.014096745289862156,1719,,
3,,0.0085310572758317,1729,,
3,,0.017668981105089188,1739,,
3,,0.021939314901828766,1749,,
3,,0.009495964273810387,1759,,
3,,0.014748510904610157,1769,,
3,,0.01078195683658123,1779,,
3,,0.012271728366613388,1789,,
3,,0.008765249513089657,1799,,
3,,0.004898708313703537,1809,,
3,,0.021389968693256378,1819,,
3,,0.010894816368818283,1829,,
3,,0.007244667038321495,1839,,
3,,0.013727927580475807,1849,,
3,,0.008834430947899818,1859,,
3,,0.012391563504934311,1869,,
3,,0.01014173123985529,1879,,
3,,0.014162963256239891,1889,,
3,,0.010261256247758865,1899,,
3,,0.015699638053774834,1909,,
3,,0.010284803807735443,1919,,
3,,0.012436099350452423,1929,,
3,,,1935,0.0580638088285923,0.01209691446274519
3,0.013882219791412354,,1935,,
4,,0.01670224778354168,1939,,
4,,0.02471959963440895,1949,,
4,,0.012919464148581028,1959,,
4,,0.010175023227930069,1969,,
4,,0.016590656712651253,1979,,
4,,0.009147468954324722,1989,,
4,,0.01877090521156788,1999,,
4,,0.015193555504083633,2009,,
4,,0.045240163803100586,2019,,
4,,0.010800848715007305,2029,,
4,,0.01256546936929226,2039,,
4,,0.01876422017812729,2049,,
4,,0.01128742191940546,2059,,
4,,0.013171356171369553,2069,,
4,,0.008792849257588387,2079,,
4,,0.011355551891028881,2089,,
4,,0.007771873846650124,2099,,
4,,0.015744512900710106,2109,,
4,,0.026723988354206085,2119,,
4,,0.007582710590213537,2129,,
4,,0.018395133316516876,2139,,
4,,0.011890212073922157,2149,,
4,,0.009400124661624432,2159,,
4,,0.009214344434440136,2169,,
4,,0.00508219376206398,2179,,
4,,0.011154589243233204,2189,,
4,,0.01226037461310625,2199,,
4,,0.007817639037966728,2209,,
4,,0.01337318867444992,2219,,
4,,0.010334603488445282,2229,,
4,,0.007750336080789566,2239,,
4,,0.009614276699721813,2249,,
4,,0.009086254984140396,2259,,
4,,0.007830880582332611,2269,,
4,,0.015113884583115578,2279,,
4,,0.01176378782838583,2289,,
4,,0.014573737047612667,2299,,
4,,0.014472994953393936,2309,,
4,,0.00797262229025364,2319,,
4,,0.010550584644079208,2329,,
4,,0.013532067649066448,2339,,
4,,0.01141706295311451,2349,,
4,,0.007529052905738354,2359,,
4,,0.007319267373532057,2369,,
4,,0.012872692197561264,2379,,
4,,0.019315708428621292,2389,,
4,,0.01214093342423439,2399,,
4,,0.014442851766943932,2409,,
4,,0.010705985128879547,2419,,
4,,,2419,0.032948099076747894,0.011765138246119022
4,0.011762614361941814,,2419,,
5,,0.013772882521152496,2429,,
5,,0.0117568988353014,2439,,
5,,0.013154308311641216,2449,,
5,,0.013448206707835197,2459,,
5,,0.005064991302788258,2469,,
5,,0.015640879049897194,2479,,
5,,0.006860748864710331,2489,,
5,,0.012326118536293507,2499,,
5,,0.009208057075738907,2509,,
5,,0.008584216237068176,2519,,
5,,0.012178829871118069,2529,,
5,,0.009113539010286331,2539,,
5,,0.012758413329720497,2549,,
5,,0.008623671717941761,2559,,
5,,0.011496204882860184,2569,,
5,,0.015732022002339363,2579,,
5,,0.014350775629281998,2589,,
5,,0.0042270333506166935,2599,,
5,,0.0062471358105540276,2609,,
5,,0.007008758373558521,2619,,
5,,0.012218253687024117,2629,,
5,,0.008854003623127937,2639,,
5,,0.006690451875329018,2649,,
5,,0.014044634066522121,2659,,
5,,0.016928156837821007,2669,,
5,,0.013035359792411327,2679,,
5,,0.009638005867600441,2689,,
5,,0.005417189560830593,2699,,
5,,0.0080668730661273,2709,,
5,,0.008361294865608215,2719,,
5,,0.011831216514110565,2729,,
5,,0.011464415118098259,2739,,
5,,0.015027094632387161,2749,,
5,,0.00817432813346386,2759,,
5,,0.016165442764759064,2769,,
5,,0.006309539545327425,2779,,
5,,0.009607640095055103,2789,,
5,,0.007105262950062752,2799,,
5,,0.008832789957523346,2809,,
5,,0.008403273299336433,2819,,
5,,0.008506644517183304,2829,,
5,,0.006758785340934992,2839,,
5,,0.01184519100934267,2849,,
5,,0.011860881932079792,2859,,
5,,0.01124650239944458,2869,,
5,,0.011138702742755413,2879,,
5,,0.010012439452111721,2889,,
5,,0.004444066900759935,2899,,
5,,,2903,0.020470181480050087,0.009683264419436455
5,0.010080273263156414,,2903,,
6,,0.009976943954825401,2909,,
6,,0.006176011636853218,2919,,
6,,0.005944470409303904,2929,,
6,,0.010759010910987854,2939,,
6,,0.007737313397228718,2949,,
6,,0.009250330738723278,2959,,
6,,0.013261370360851288,2969,,
6,,0.01015376579016447,2979,,
6,,0.008499698713421822,2989,,
6,,0.009585215710103512,2999,,
6,,0.00920940563082695,3009,,
6,,0.014322376810014248,3019,,
6,,0.0049646170809865,3029,,
6,,0.008012866601347923,3039,,
6,,0.007136129308491945,3049,,
6,,0.00845068134367466,3059,,
6,,0.009457787498831749,3069,,
6,,0.011521372944116592,3079,,
6,,0.01783636584877968,3089,,
6,,0.008382808417081833,3099,,
6,,0.010950500145554543,3109,,
6,,0.010001628659665585,3119,,
6,,0.016842437908053398,3129,,
6,,0.005710313096642494,3139,,
6,,0.009194491431117058,3149,,
6,,0.007577487267553806,3159,,
6,,0.009435988962650299,3169,,
6,,0.0024817415978759527,3179,,
6,,0.00844770111143589,3189,,
6,,0.009066220372915268,3199,,
6,,0.007597035728394985,3209,,
6,,0.009783132001757622,3219,,
6,,0.004240092355757952,3229,,
6,,0.012243203818798065,3239,,
6,,0.0024125208146870136,3249,,
6,,0.0034619737416505814,3259,,
6,,0.01196921057999134,3269,,
6,,0.007539713755249977,3279,,
6,,0.00922159943729639,3289,,
6,,0.008397960104048252,3299,,
6,,0.008603248745203018,3309,,
6,,0.008778019808232784,3319,,
6,,0.006551031023263931,3329,,
6,,0.007506622467190027,3339,,
6,,0.010101355612277985,3349,,
6,,0.008536938577890396,3359,,
6,,0.012495001778006554,3369,,
6,,0.006316676735877991,3379,,
6,,,3387,0.01421334221959114,0.008738522417843342
6,0.009082511067390442,,3387,,
7,,0.0056452760472893715,3389,,
7,,0.008700810372829437,3399,,
7,,0.009925796650350094,3409,,
7,,0.007158858701586723,3419,,
7,,0.008482241071760654,3429,,
7,,0.005389879457652569,3439,,
7,,0.00878164917230606,3449,,
7,,0.006941690109670162,3459,,
7,,0.0066822608932852745,3469,,
7,,0.0027414814103394747,3479,,
7,,0.004901121370494366,3489,,
7,,0.013793575577437878,3499,,
7,,0.007731551770120859,3509,,
7,,0.005642952397465706,3519,,
7,,0.006422242149710655,3529,,
7,,0.015360142104327679,3539,,
7,,0.013117698021233082,3549,,
7,,0.007705538533627987,3559,,
7,,0.005137902218848467,3569,,
7,,0.01217818446457386,3579,,
7,,0.005997292697429657,3589,,
7,,0.006564997602254152,3599,,
7,,0.006253029685467482,3609,,
7,,0.011877445504069328,3619,,
7,,0.008988630026578903,3629,,
7,,0.007907439023256302,3639,,
7,,0.011011254042387009,3649,,
7,,0.007074171677231789,3659,,
7,,0.011725216172635555,3669,,
7,,0.014209610410034657,3679,,
7,,0.009990338236093521,3689,,
7,,0.010000410489737988,3699,,
7,,0.006245705299079418,3709,,
7,,0.004145537968724966,3719,,
7,,0.009196726605296135,3729,,
7,,0.002653485396876931,3739,,
7,,0.007950256578624249,3749,,
7,,0.009704707190394402,3759,,
7,,0.009841824881732464,3769,,
7,,0.005983468145132065,3779,,
7,,0.010466264560818672,3789,,
7,,0.005457351449877024,3799,,
7,,0.007383492775261402,3809,,
7,,0.0055565498769283295,3819,,
7,,0.009809213690459728,3829,,
7,,0.007257071323692799,3839,,
7,,0.0031773203518241644,3849,,
7,,0.011476735584437847,3859,,
7,,0.011992148123681545,3869,,
7,,,3871,0.010755262337625027,0.007677566725760698
7,0.008398081175982952,,3871,,
8,,0.005254770163446665,3879,,
8,,0.0067954217083752155,3889,,
8,,0.011194408871233463,3899,,
8,,0.004792640917003155,3909,,
8,,0.010290706530213356,3919,,
8,,0.014497724361717701,3929,,
8,,0.01245791744440794,3939,,
8,,0.008636843413114548,3949,,
8,,0.008355716243386269,3959,,
8,,0.007844890467822552,3969,,
8,,0.007317922078073025,3979,,
8,,0.008094055578112602,3989,,
8,,0.009308740496635437,3999,,
8,,0.006864386610686779,4009,,
8,,0.006221992429345846,4019,,
8,,0.005773236509412527,4029,,
8,,0.009105350822210312,4039,,
8,,0.010021149180829525,4049,,
8,,0.014214817434549332,4059,,
8,,0.0102059505879879,4069,,
8,,0.0084896981716156,4079,,
8,,0.002964463084936142,4089,,
8,,0.006972122006118298,4099,,
8,,0.005681156180799007,4109,,
8,,0.008774668909609318,4119,,
8,,0.006361272186040878,4129,,
8,,0.004915145225822926,4139,,
8,,0.00991449411958456,4149,,
8,,0.0017141676507890224,4159,,
8,,0.007232462055981159,4169,,
8,,0.005682745948433876,4179,,
8,,0.008269347250461578,4189,,
8,,0.007795082870870829,4199,,
8,,0.013860374689102173,4209,,
8,,0.006205889396369457,4219,,
8,,0.01327876653522253,4229,,
8,,0.014303658157587051,4239,,
8,,0.004620331339538097,4249,,
8,,0.009293505921959877,4259,,
8,,0.010740671306848526,4269,,
8,,0.011261782608926296,4279,,
8,,0.005318475887179375,4289,,
8,,0.0056959521025419235,4299,,
8,,0.008248377591371536,4309,,
8,,0.007316275499761105,4319,,
8,,0.004358275793492794,4329,,
8,,0.005668530240654945,4339,,
8,,0.007958365604281425,4349,,
8,,,4355,0.008752540685236454,0.007368752267211676
8,0.007527620531618595,,4355,,
9,,0.011512690223753452,4359,,
9,,0.007272039540112019,4369,,
9,,0.0167255699634552,4379,,
9,,0.0031998218037188053,4389,,
9,,0.00599692203104496,4399,,
9,,0.009478269144892693,4409,,
9,,0.004559426102787256,4419,,
9,,0.006597660481929779,4429,,
9,,0.004909235052764416,4439,,
9,,0.00505419448018074,4449,,
9,,0.010072275996208191,4459,,
9,,0.008080551400780678,4469,,
9,,0.006546564865857363,4479,,
9,,0.001328618498519063,4489,,
9,,0.0028171546291559935,4499,,
9,,0.004638809710741043,4509,,
9,,0.006361538078635931,4519,,
9,,0.005983509123325348,4529,,
9,,0.006673802156001329,4539,,
9,,0.006063522771000862,4549,,
9,,0.0052523985505104065,4559,,
9,,0.008359409868717194,4569,,
9,,0.006435878574848175,4579,,
9,,0.004602986387908459,4589,,
9,,0.002731685061007738,4599,,
9,,0.006705651991069317,4609,,
9,,0.004512653686106205,4619,,
9,,0.0073372297920286655,4629,,
9,,0.0074141863733530045,4639,,
9,,0.006630473770201206,4649,,
9,,0.0033727972768247128,4659,,
9,,0.007935349829494953,4669,,
9,,0.009148674085736275,4679,,
9,,0.009999001398682594,4689,,
9,,0.004184526391327381,4699,,
9,,0.006853827740997076,4709,,
9,,0.007515670266002417,4719,,
9,,0.005682697985321283,4729,,
9,,0.008022316731512547,4739,,
9,,0.005091017112135887,4749,,
9,,0.007397179491817951,4759,,
9,,0.012491913512349129,4769,,
9,,0.0026351814158260822,4779,,
9,,0.007838794961571693,4789,,
9,,0.008031687699258327,4799,,
9,,0.00339472945779562,4809,,
9,,0.006693816743791103,4819,,
9,,0.010137060657143593,4829,,
9,,0.0055367955937981606,4839,,
9,,,4839,0.0075218407437205315,0.006543271243572235
9,0.006775419227778912,,4839,,
10,,0.005774529650807381,4849,,
10,,0.011952300556004047,4859,,
10,,0.00712088868021965,4869,,
10,,0.0037492532283067703,4879,,
10,,0.0052235485054552555,4889,,
10,,0.01228799857199192,4899,,
10,,0.009760594926774502,4909,,
10,,0.003182850545272231,4919,,
10,,0.01007259450852871,4929,,
10,,0.010000521317124367,4939,,
10,,0.008611992001533508,4949,,
10,,0.008954358287155628,4959,,
10,,0.011697356589138508,4969,,
10,,0.004724008031189442,4979,,
10,,0.007148295640945435,4989,,
10,,0.003031652420759201,4999,,
10,,0.0058135646395385265,5009,,
10,,0.003907711245119572,5019,,
10,,0.004839812405407429,5029,,
10,,0.00876450166106224,5039,,
10,,0.00908885058015585,5049,,
10,,0.0050592441111803055,5059,,
10,,0.009662849828600883,5069,,
10,,0.005425099283456802,5079,,
10,,0.002405710518360138,5089,,
10,,0.008747597225010395,5099,,
10,,0.009262379258871078,5109,,
10,,0.0072165438905358315,5119,,
10,,0.005052514374256134,5129,,
10,,0.00403983611613512,5139,,
10,,0.00313633494079113,5149,,
10,,0.008667310699820518,5159,,
10,,0.00679702777415514,5169,,
10,,0.007507518399506807,5179,,
10,,0.005774969235062599,5189,,
10,,0.006767735350877047,5199,,
10,,0.010370790958404541,5209,,
10,,0.006533105857670307,5219,,
10,,0.00786658562719822,5229,,
10,,0.005769374780356884,5239,,
10,,0.009191769175231457,5249,,
10,,0.00640038400888443,5259,,
10,,0.009680895134806633,5269,,
10,,0.005045019090175629,5279,,
10,,0.004052107688039541,5289,,
10,,0.006252909079194069,5299,,
10,,0.008341490291059017,5309,,
10,,0.007917077280580997,5319,,
10,,,5323,0.0067220889031887054,0.006061492022126913
10,0.006690347101539373,,5323,,
11,,0.009110767394304276,5329,,
11,,0.01472795382142067,5339,,
11,,0.003711658762767911,5349,,
11,,0.006056963466107845,5359,,
11,,0.0047566574066877365,5369,,
11,,0.008039142936468124,5379,,
11,,0.008064641617238522,5389,,
11,,0.003592603374272585,5399,,
11,,0.00486445426940918,5409,,
11,,0.002566682640463114,5419,,
11,,0.004286780022084713,5429,,
11,,0.005642061587423086,5439,,
11,,0.01246851496398449,5449,,
11,,0.005566811189055443,5459,,
11,,0.006176047958433628,5469,,
11,,0.004031414166092873,5479,,
11,,0.004935333970934153,5489,,
11,,0.005022316239774227,5499,,
11,,0.0058119772002100945,5509,,
11,,0.009414476342499256,5519,,
11,,0.003206356195732951,5529,,
11,,0.005192695185542107,5539,,
11,,0.0032561193220317364,5549,,
11,,0.01103564165532589,5559,,
11,,0.005802151281386614,5569,,
11,,0.00461328960955143,5579,,
11,,0.006989381741732359,5589,,
11,,0.0034187566488981247,5599,,
11,,0.0040772343054413795,5609,,
11,,0.004889384843409061,5619,,
11,,0.00746688898652792,5629,,
11,,0.003915372770279646,5639,,
11,,0.005152832716703415,5649,,
11,,0.004936765879392624,5659,,
11,,0.008085759356617928,5669,,
11,,0.006297366227954626,5679,,
11,,0.005217475350946188,5689,,
11,,0.007535895798355341,5699,,
11,,0.010729791596531868,5709,,
11,,0.007732993923127651,5719,,
11,,0.004635652527213097,5729,,
11,,0.006662783212959766,5739,,
11,,0.006078719161450863,5749,,
11,,0.004042947664856911,5759,,
11,,0.005208840128034353,5769,,
11,,0.00380741897970438,5779,,
11,,0.008550575003027916,5789,,
11,,0.003698478452861309,5799,,
11,,,5807,0.00612751767039299,0.005684114992618561
11,0.0060010869055986404,,5807,,
12,,0.003157236846163869,5809,,
12,,0.006924427580088377,5819,,
12,,0.006034029182046652,5829,,
12,,0.006798961199820042,5839,,
12,,0.012097584083676338,5849,,
12,,0.00357614504173398,5859,,
12,,0.00757407583296299,5869,,
12,,0.0019610929302871227,5879,,
12,,0.005094332620501518,5889,,
12,,0.011545348912477493,5899,,
12,,0.0014291561674326658,5909,,
12,,0.005643297918140888,5919,,
12,,0.004185078199952841,5929,,
12,,0.0054575419053435326,5939,,
12,,0.005910793319344521,5949,,
12,,0.003976334352046251,5959,,
12,,0.007063018158078194,5969,,
12,,0.0021444924641400576,5979,,
12,,0.007863147184252739,5989,,
12,,0.00467680161818862,5999,,
12,,0.008810327388346195,6009,,
12,,0.0031273593194782734,6019,,
12,,0.0073323422111570835,6029,,
12,,0.007458659820258617,6039,,
12,,0.004172147251665592,6049,,
12,,0.007585476152598858,6059,,
12,,0.001445970730856061,6069,,
12,,0.006729112472385168,6079,,
12,,0.010646328330039978,6089,,
12,,0.005010190419852734,6099,,
12,,0.003277322743088007,6109,,
12,,0.006978414952754974,6119,,
12,,0.002790914848446846,6129,,
12,,0.006641915068030357,6139,,
12,,0.0038553383201360703,6149,,
12,,0.005593656562268734,6159,,
12,,0.002275922568514943,6169,,
12,,0.0068611204624176025,6179,,
12,,0.007066443562507629,6189,,
12,,0.00676371855661273,6199,,
12,,0.004194144159555435,6209,,
12,,0.0021401280537247658,6219,,
12,,0.004304412752389908,6229,,
12,,0.003891712985932827,6239,,
12,,0.003880084026604891,6249,,
12,,0.006727512925863266,6259,,
12,,0.010214900597929955,6269,,
12,,0.004749986808747053,6279,,
12,,0.0033875727094709873,6289,,
12,,,6291,0.005659020971506834,0.005698497407138348
12,0.005553612485527992,,6291,,
13,,0.005914365407079458,6299,,
13,,0.012561151757836342,6309,,
13,,0.0031274640932679176,6319,,
13,,0.009054483845829964,6329,,
13,,0.0027011530473828316,6339,,
13,,0.004712978377938271,6349,,
13,,0.0040143681690096855,6359,,
13,,0.0060278987511992455,6369,,
13,,0.005674725864082575,6379,,
13,,0.006022442132234573,6389,,
13,,0.003990954719483852,6399,,
13,,0.005563157144933939,6409,,
13,,0.00573558546602726,6419,,
13,,0.004669182933866978,6429,,
13,,0.006345289759337902,6439,,
13,,0.0053007947281003,6449,,
13,,0.005169507581740618,6459,,
13,,0.00258357054553926,6469,,
13,,0.005462431348860264,6479,,
13,,0.0028300718404352665,6489,,
13,,0.006724510341882706,6499,,
13,,0.006269126199185848,6509,,
13,,0.0038835478480905294,6519,,
13,,0.0096188485622406,6529,,
13,,0.0023384587839245796,6539,,
13,,0.003133141901344061,6549,,
13,,0.004777438007295132,6559,,
13,,0.009217258542776108,6569,,
13,,0.007862955331802368,6579,,
13,,0.008009912446141243,6589,,
13,,0.006851120851933956,6599,,
13,,0.009817834943532944,6609,,
13,,0.00476996973156929,6619,,
13,,0.003988851793110371,6629,,
13,,0.003893514396622777,6639,,
13,,0.010621338151395321,6649,,
13,,0.0064259790815413,6659,,
13,,0.004985807929188013,6669,,
13,,0.018138904124498367,6679,,
13,,0.011880472302436829,6689,,
13,,0.008168844506144524,6699,,
13,,0.0077330246567726135,6709,,
13,,0.004979975055903196,6719,,
13,,0.006480480078607798,6729,,
13,,0.001954810693860054,6739,,
13,,0.0052415598183870316,6749,,
13,,0.003311538603156805,6759,,
13,,0.008251155726611614,6769,,
13,,,6775,0.005318368319422007,0.005149886477738619
13,0.005989848170429468,,6775,,
14,,0.004095770884305239,6779,,
14,,0.004608720541000366,6789,,
14,,0.0060175699181854725,6799,,
14,,0.008137175813317299,6809,,
14,,0.005801903083920479,6819,,
14,,0.007415126543492079,6829,,
14,,0.004520648159086704,6839,,
14,,0.007113219238817692,6849,,
14,,0.003231678158044815,6859,,
14,,0.002902225824072957,6869,,
14,,0.003666309639811516,6879,,
14,,0.005135190673172474,6889,,
14,,0.003422581125050783,6899,,
14,,0.0038424041122198105,6909,,
14,,0.00719032995402813,6919,,
14,,0.006793622393161058,6929,,
14,,0.00389842689037323,6939,,
14,,0.004611854441463947,6949,,
14,,0.00467329379171133,6959,,
14,,0.005831334739923477,6969,,
14,,0.003448753384873271,6979,,
14,,0.008309794589877129,6989,,
14,,0.003363022580742836,6999,,
14,,0.003825639607384801,7009,,
14,,0.0024578063748776913,7019,,
14,,0.003047581296414137,7029,,
14,,0.0030590726528316736,7039,,
14,,0.001062411000020802,7049,,
14,,0.007321415934711695,7059,,
14,,0.0032565530855208635,7069,,
14,,0.004476307891309261,7079,,
14,,0.004348001908510923,7089,,
14,,0.005765420384705067,7099,,
14,,0.0039098504930734634,7109,,
14,,0.002292039804160595,7119,,
14,,0.0028914548456668854,7129,,
14,,0.0025227260775864124,7139,,
14,,0.005573668517172337,7149,,
14,,0.006570432335138321,7159,,
14,,0.0015679305652156472,7169,,
14,,0.0016424348577857018,7179,,
14,,0.00459910137578845,7189,,
14,,0.0038070387672632933,7199,,
14,,0.004794164560735226,7209,,
14,,0.0023953986819833517,7219,,
14,,0.0032106947619467974,7229,,
14,,0.0027182712219655514,7239,,
14,,0.005602564662694931,7249,,
14,,0.005232596304267645,7259,,
14,,,7259,0.004998034797608852,0.004831820260733366
14,0.0049351174384355545,,7259,,
15,,0.0036244059447199106,7269,,
15,,0.0041608745232224464,7279,,
15,,0.0016122343949973583,7289,,
15,,0.0030215855222195387,7299,,
15,,0.004648719448596239,7309,,
15,,0.00474547129124403,7319,,
15,,0.001955692656338215,7329,,
15,,0.006381905637681484,7339,,
15,,0.002656223252415657,7349,,
15,,0.007290505804121494,7359,,
15,,0.0068625761196017265,7369,,
15,,0.006149314343929291,7379,,
15,,0.012145387008786201,7389,,
15,,0.003112359903752804,7399,,
15,,0.004758240655064583,7409,,
15,,0.008243209682404995,7419,,
15,,0.007642007432878017,7429,,
15,,0.003572628367692232,7439,,
15,,0.006016992498189211,7449,,
15,,0.003630812745541334,7459,,
15,,0.0027517222333699465,7469,,
15,,0.004000240936875343,7479,,
15,,0.0035237015690654516,7489,,
15,,0.009374521672725677,7499,,
15,,0.0029130661860108376,7509,,
15,,0.011222440749406815,7519,,
15,,0.005631004460155964,7529,,
15,,0.009338771924376488,7539,,
15,,0.006855432875454426,7549,,
15,,0.0023455850314348936,7559,,
15,,0.00272119278088212,7569,,
15,,0.004152191802859306,7579,,
15,,0.006057322025299072,7589,,
15,,0.0025212657637894154,7599,,
15,,0.0046615563333034515,7609,,
15,,0.0038634510710835457,7619,,
15,,0.0028389033395797014,7629,,
15,,0.004068322014063597,7639,,
15,,0.003068104386329651,7649,,
15,,0.0034932782873511314,7659,,
15,,0.007603936363011599,7669,,
15,,0.003358813002705574,7679,,
15,,0.00439031608402729,7689,,
15,,0.0032625915482640266,7699,,
15,,0.0025181181263178587,7709,,
15,,0.00431092968210578,7719,,
15,,0.004183163400739431,7729,,
15,,0.002733014989644289,7739,,
15,,,7743,0.0046597979962825775,0.0049750120379030704
15,0.0046192738227546215,,7743,,
16,,0.006757332477718592,7749,,
16,,0.005696575623005629,7759,,
16,,0.006649085786193609,7769,,
16,,0.0022652377374470234,7779,,
16,,0.004601582419127226,7789,,
