epoch,loss_epoch,loss_step,step,val/loss_epoch,val/loss_step
0,,0.6575026512145996,9,,
0,,0.612014651298523,19,,
0,,0.424763947725296,29,,
0,,0.2919352650642395,39,,
0,,0.3210510015487671,49,,
0,,0.35258734226226807,59,,
0,,0.22663819789886475,69,,
0,,0.30538052320480347,79,,
,,,0,,0.022453879937529564
,,,1,,0.028570840135216713
,,,2,,0.014733727090060711
,,,3,,0.021075988188385963
,,,4,,0.06265060603618622
,,,5,,0.016297122463583946
,,,6,,0.012645644135773182
,,,7,,0.01541231106966734
,,,8,,0.03620532900094986
,,,9,,0.013774323277175426
,,,10,,0.018771685659885406
,,,11,,0.016256529837846756
,,,12,,0.017529448494315147
,,,13,,0.01350482925772667
,,,14,,0.015230493620038033
,,,15,,0.0156057458370924
,,,16,,0.03315720334649086
,,,17,,0.05581457167863846
,,,18,,0.03876961022615433
,,,19,,0.017546581104397774
,,,20,,0.00987786240875721
,,,21,,0.033015500754117966
,,,22,,0.017346303910017014
,,,23,,0.017977643758058548
,,,24,,0.02301417849957943
,,,25,,0.03849075734615326
,,,26,,0.030485117807984352
,,,27,,0.0975535437464714
,,,28,,0.17481347918510437
,,,29,,0.1669614464044571
,,,30,,0.13956554234027863
,,,31,,0.14813879132270813
,,,32,,0.14358964562416077
,,,33,,0.26947975158691406
,,,34,,0.18298649787902832
,,,35,,0.1424676477909088
,,,36,,0.13068698346614838
,,,37,,0.1106681227684021
,,,38,,0.10932927578687668
,,,39,,0.13853394985198975
,,,40,,0.11008933186531067
,,,41,,0.16964536905288696
,,,42,,0.22472038865089417
,,,43,,0.22036048769950867
,,,44,,0.1471438705921173
,,,45,,0.28952139616012573
,,,46,,0.23683136701583862
,,,47,,0.12885211408138275
,,,48,,0.20957636833190918
,,,49,,0.10699094831943512
,,,50,,0.10693340003490448
,,,51,,0.13659323751926422
,,,52,,0.08473705500364304
,,,53,,0.14026519656181335
,,,54,,0.15956011414527893
,,,55,,0.1660781353712082
,,,56,,0.19355157017707825
,,,57,,0.1207527294754982
,,,58,,0.18980319797992706
,,,59,,0.10417867451906204
,,,60,,0.14856669306755066
,,,61,,0.1203334778547287
,,,62,,0.1095486655831337
,,,63,,0.166398823261261
,,,64,,0.1147179827094078
,,,65,,0.05813033878803253
,,,66,,0.0914434939622879
,,,67,,0.19192510843276978
,,,68,,0.13234944641590118
,,,69,,0.04321862384676933
,,,70,,0.09240792691707611
,,,71,,0.029605617746710777
,,,72,,0.03857867047190666
,,,73,,0.019203059375286102
,,,74,,0.030643809586763382
,,,75,,0.034268930554389954
,,,76,,0.028559189289808273
,,,77,,0.02111363224685192
,,,78,,0.023796502500772476
,,,79,,0.018022559583187103
,,,80,,0.04393083602190018
,,,81,,0.03161880746483803
,,,82,,0.018817085772752762
,,,83,,0.02399100735783577
,,,84,,0.3810505270957947
,,,85,,0.4653698205947876
,,,86,,0.47895753383636475
,,,87,,0.8410419225692749
,,,88,,0.718001127243042
,,,89,,0.7270503640174866
,,,90,,0.962297797203064
,,,91,,0.9418462514877319
,,,92,,0.47185179591178894
,,,93,,0.4294378161430359
,,,94,,0.474065899848938
,,,95,,0.39874929189682007
,,,96,,0.4184059500694275
,,,97,,0.416525661945343
,,,98,,0.40838536620140076
,,,99,,0.3674791157245636
,,,100,,0.450786828994751
,,,101,,0.4486430585384369
,,,102,,0.4026367664337158
,,,103,,0.405387282371521
,,,104,,0.45666205883026123
,,,105,,0.44834256172180176
,,,106,,0.41924017667770386
,,,107,,0.4375731945037842
,,,108,,0.4141896963119507
,,,109,,0.4586462378501892
,,,110,,0.4238075315952301
,,,111,,0.3873971700668335
,,,112,,0.4296696186065674
,,,113,,0.4536947011947632
,,,114,,0.8366459012031555
,,,115,,0.8400692939758301
,,,116,,0.6246915459632874
,,,117,,0.33446967601776123
,,,118,,0.427558958530426
,,,119,,0.41306209564208984
,,,120,,0.37660646438598633
,,,121,,0.3821117579936981
,,,122,,0.38880980014801025
,,,123,,0.3540549576282501
,,,124,,0.42759254574775696
,,,125,,0.4299395978450775
,,,126,,0.3376762270927429
,,,127,,0.4059203565120697
,,,128,,0.44076091051101685
,,,129,,0.4126254916191101
,,,130,,0.3918170928955078
,,,131,,0.37537437677383423
,,,132,,0.46871668100357056
,,,133,,0.4004027247428894
,,,134,,0.4260457158088684
,,,135,,0.40761277079582214
,,,136,,0.4201454520225525
,,,137,,0.37763074040412903
,,,138,,0.37005844712257385
,,,139,,0.37928307056427
,,,140,,0.36699655652046204
,,,141,,0.3759968876838684
,,,142,,0.34110745787620544
,,,143,,0.3626381456851959
,,,144,,0.3109193444252014
,,,145,,0.35569286346435547
,,,146,,0.37542885541915894
,,,147,,0.39228445291519165
,,,148,,0.28137075901031494
,,,149,,0.39430537819862366
,,,150,,0.38750582933425903
,,,151,,0.42139095067977905
,,,152,,0.36562711000442505
,,,153,,0.35215580463409424
,,,154,,0.39773356914520264
,,,155,,0.35961419343948364
,,,156,,0.3909083902835846
,,,157,,0.3578824996948242
,,,158,,0.385875940322876
,,,159,,0.34268873929977417
,,,160,,0.35751450061798096
,,,161,,0.41493457555770874
,,,162,,0.44613218307495117
,,,163,,0.39086756110191345
,,,164,,0.42055216431617737
,,,165,,0.38136908411979675
,,,166,,0.3473206162452698
,,,167,,0.35237476229667664
,,,168,,0.4818660318851471
,,,169,,0.41794171929359436
,,,170,,0.35178783535957336
