dataset,sim_id,condition,seed,parameter_overrides,numerical_overrides,nRMSE_1,nRMSE_2,nRMSE_3,nRMSE_4,nRMSE_5,nRMSE_6,nRMSE_7,nRMSE_8,nRMSE_9,nRMSE_10,nRMSE_11,nRMSE_12,nRMSE_13,nRMSE_14,nRMSE_15,nRMSE_16,nRMSE_17,nRMSE_18,nRMSE_19,nRMSE_20,nRMSE_21,nRMSE_22,nRMSE_23,nRMSE_24,nRMSE_25,nRMSE_26,nRMSE_27,nRMSE_28,nRMSE_29
hyp,1,id,2026072202,"{""Hyper-Diffusivity"": 0.000275}",{},0.2049570232629776,0.3071115016937256,0.3703985810279846,0.4140359163284302,0.44591963291168213,0.47027334570884705,0.4897642731666565,0.5061933398246765,0.5207962393760681,0.5344173312187195,0.5476288795471191,0.5608177185058594,0.5742493867874146,0.5881149768829346,0.6025656461715698,0.6177379488945007,0.6337722539901733,0.6508261561393738,0.6690850853919983,0.6887710690498352,0.7101504802703857,0.7335417866706848,0.7593213319778442,0.7879292368888855,0.8198776841163635,0.8557582497596741,0.8962258100509644,0.941975474357605,0.993739128112793
hyp,2,id,2026072203,"{""Hyper-Diffusivity"": 0.000275}",{},0.04168972000479698,0.076094850897789,0.10610149800777435,0.13325291872024536,0.15847565233707428,0.18233495950698853,0.20517928898334503,0.22722910344600677,0.2486317902803421,0.2694953680038452,0.2899080216884613,0.3099498748779297,0.329698771238327,0.3492337763309479,0.36863645911216736,0.38799139857292175,0.40738603472709656,0.4269101917743683,0.44665566086769104,0.4667153060436249,0.4871821701526642,0.5081483125686646,0.5297034382820129,0.5519335269927979,0.5749197006225586,0.5987372398376465,0.6234537363052368,0.6491283774375916,0.6758104562759399
hyp,3,ood_low,2026072201,"{""Hyper-Diffusivity"": 4.75e-05}",{},0.05112871900200844,0.08030519634485245,0.10137933492660522,0.11846378445625305,0.13328593969345093,0.1467011421918869,0.15917208790779114,0.1709642857313156,0.18223826587200165,0.19309654831886292,0.20360839366912842,0.2138233780860901,0.22377897799015045,0.23350511491298676,0.24302688241004944,0.25236645340919495,0.2615441083908081,0.27057933807373047,0.27949121594429016,0.2882990539073944,0.2970225512981415,0.30568215250968933,0.3142990469932556,0.32289570569992065,0.3314954340457916,0.34012293815612793,0.34880417585372925,0.3575664460659027,0.3664384186267853
hyp,4,ood_low,2026072202,"{""Hyper-Diffusivity"": 4.75e-05}",{},0.1894652247428894,0.25876057147979736,0.2863149642944336,0.298553466796875,0.30593833327293396,0.3126046657562256,0.31994688510894775,0.32822704315185547,0.33732718229293823,0.34706124663352966,0.3572746217250824,0.367864727973938,0.3787783086299896,0.3900024890899658,0.4015563726425171,0.41348516941070557,0.4258565306663513,0.4387587010860443,0.45230138301849365,0.4666181802749634,0.4818698763847351,0.49824851751327515,0.5159816145896912,0.535337507724762,0.5566316246986389,0.5802335143089294,0.6065595149993896,0.6360647678375244,0.6692398190498352
hyp,5,ood_low,2026072203,"{""Hyper-Diffusivity"": 4.75e-05}",{},0.023766137659549713,0.046531565487384796,0.068526990711689,0.08978163450956345,0.11034886538982391,0.13028474152088165,0.14964166283607483,0.1684676855802536,0.18680857121944427,0.20470942556858063,0.2222163826227188,0.2393779307603836,0.256245881319046,0.27287557721138,0.28932633996009827,0.3056616187095642,0.32194843888282776,0.33825749158859253,0.35466232895851135,0.37123897671699524,0.38806480169296265,0.4052174985408783,0.4227735996246338,0.44080713391304016,0.4593879282474518,0.47857972979545593,0.4984379708766937,0.5190078020095825,0.5403227806091309
hyp,6,ood_high,2026072201,"{""Hyper-Diffusivity"": 0.0005250000000000001}",{},0.08684953302145004,0.14224465191364288,0.1836083084344864,0.21713443100452423,0.2455853372812271,0.27030184864997864,0.29203248023986816,0.3112785220146179,0.32843121886253357,0.34382402896881104,0.3577525317668915,0.3704816997051239,0.3822498023509979,0.3932703137397766,0.40373414754867554,0.41381192207336426,0.42365577816963196,0.4334014356136322,0.4431699812412262,0.45306962728500366,0.4631974995136261,0.47364068031311035,0.4844782054424286,0.4957813620567322,0.5076154470443726,0.5200405716896057,0.5331124663352966,0.5468832850456238,0.5614024996757507
hyp,7,ood_high,2026072202,"{""Hyper-Diffusivity"": 0.0005250000000000001}",{},0.21386919915676117,0.33634093403816223,0.42026007175445557,0.48465174436569214,0.538224995136261,0.5848791599273682,0.6263062357902527,0.6632852554321289,0.6962816119194031,0.7256960272789001,0.7519489526748657,0.7754973769187927,0.7968262434005737,0.8164376616477966,0.8348416090011597,0.8525518178939819,0.8700871467590332,0.8879759311676025,0.9067628979682922,0.9270210266113281,0.9493612051010132,0.9744433760643005,1.0029878616333008,1.035789132118225,1.0737227201461792,1.1177200078964233,1.1687544584274292,1.2278318405151367,1.295953631401062
hyp,8,ood_high,2026072203,"{""Hyper-Diffusivity"": 0.0005250000000000001}",{},0.062197912484407425,0.11044010519981384,0.15139539539813995,0.18784531950950623,0.22103725373744965,0.25162550806999207,0.2800419330596924,0.306632936000824,0.33170631527900696,0.3555462658405304,0.37841740250587463,0.4005659818649292,0.42222073674201965,0.4435936510562897,0.46488144993782043,0.48626673221588135,0.507919430732727,0.5299981236457825,0.5526512265205383,0.5760176777839661,0.6002277135848999,0.6254029273986816,0.6516560912132263,0.6790906190872192,0.7078002095222473,0.7378693222999573,0.7693727612495422,0.802375078201294,0.8369317054748535
burgers,0,id,2026072201,"{""Viscosity"": 0.000175}",{},0.06783787906169891,0.07708979398012161,0.08745869994163513,0.0987471267580986,0.11052623391151428,0.12270823866128922,0.13514390587806702,0.14771053194999695,0.16033793985843658,0.1729326993227005,0.18543574213981628,0.1978387087583542,0.2100984901189804,0.22221015393733978,0.2341848462820053,0.24621863663196564,0.2583713233470917,0.2706620395183563,0.2829131484031677,0.29469141364097595,0.3060208261013031,0.31702542304992676,0.3277757465839386,0.33849263191223145,0.34941381216049194,0.36060988903045654,0.3716425895690918,0.3824736475944519,0.39348894357681274
burgers,1,id,2026072202,"{""Viscosity"": 0.000175}",{},0.029910597950220108,0.060366690158843994,0.09456414729356766,0.13100051879882812,0.16823531687259674,0.20659686625003815,0.2431996762752533,0.2781986594200134,0.309238463640213,0.33777379989624023,0.36250919103622437,0.38512489199638367,0.4057106375694275,0.42410433292388916,0.4416109323501587,0.4580562710762024,0.4740423262119293,0.4897644519805908,0.5046854019165039,0.5192117691040039,0.533009946346283,0.5460237264633179,0.5592143535614014,0.5733888745307922,0.5888451933860779,0.6049390435218811,0.6215634346008301,0.638864278793335,0.656661331653595
burgers,2,id,2026072203,"{""Viscosity"": 0.000175}",{},0.010396506637334824,0.019993798807263374,0.02965424582362175,0.039426837116479874,0.04935522377490997,0.059485748410224915,0.06987547129392624,0.08059736341238022,0.09174032509326935,0.10341000556945801,0.11573426425457001,0.12887123227119446,0.14298483729362488,0.15806250274181366,0.17364875972270966,0.18954463303089142,0.2059965580701828,0.22289501130580902,0.24017734825611115,0.25745707750320435,0.27445271611213684,0.29081887006759644,0.3064054548740387,0.3213079869747162,0.3354937732219696,0.34942370653152466,0.36281391978263855,0.37677687406539917,0.38921409845352173
burgers,3,ood_low,2026072201,"{""Viscosity"": 4.75e-05}","{""Sub Steps"": 100}",0.09671442955732346,0.10881801694631577,0.12001477181911469,0.1313304603099823,0.1427203267812729,0.15435181558132172,0.16621598601341248,0.17811313271522522,0.1899115890264511,0.2016926407814026,0.21322524547576904,0.22463078796863556,0.2359609603881836,0.24713078141212463,0.25810661911964417,0.2691742777824402,0.280487984418869,0.2919412851333618,0.3034646511077881,0.31451094150543213,0.3248572051525116,0.33509695529937744,0.34507378935813904,0.35522374510765076,0.3656142055988312,0.3762668967247009,0.3868326246738434,0.3973671793937683,0.40839746594429016
